LandProvince;SeaZone;x;y;
azeffoun;bay_algiers;7890;5449;x
mansouria;gulf_bejaia;7933;5432;x
tedelles;bay_algiers;7871;5448;x
gabes;gulf_gabes1;8150;5271;x
mahres;gulf_gabes1;8165;5298;x
sfaqes;gulf_gabes1;8181;5312;x
sidi_fredj;kerkennah_islands;8207;5314;x
mahdia;kaboudia_cape;8195;5360;x
sousse;gulf_hammamet;8174;5388;x
monastir;gulf_hammamet;8181;5379;x
chebba;kaboudia_cape;8195;5340;x
tunis;gulf_tunis;8161;5440;x
hammamet;gulf_hammamet;8169;5403;x
kelibia;cape_bon;8196;5443;x
nabeul;gulf_hammamet;8180;5419;x
zuwarah;coast_jeffara;8243;5209;x
ajim;gulf_gabes1;8188;5265;x
medenine;gulf_gabes1;8167;5252;x
zarzis;coast_jeffara;8211;5234;x
misratah;cape_misurata;8386;5173;x
ras_lanuf;west_bay_sidrah;8508;5085;x
sirte;sirte_coast;8449;5107;x
tawurgha;cape_misurata;8398;5137;x
tripoli;cape_tajura;8291;5206;x
al_khums;coast_tripolitania;8342;5192;x
zawiya;cape_tajura;8268;5200;x
zliten;coast_tripolitania;8356;5183;x
laayoune;cape_juby;7088;4892;x
tantan;es_semara_coast;7150;4937;x
dakhla;dakhla_bay;6952;4648;x
al_kuwayra;cape_blanc;6916;4549;x
bojador;cape_bojador;7030;4805;x
goringhaikona;table_bay;8532;1429;x
goringhaiqua;good_hope_cape;8547;1416;x
gorachouqua;table_bay;8530;1436;x
cochoqua;table_bay;8522;1456;x
uri_ae_ona;saldanha_bay;8511;1482;x
chariguriqua;st_helena_bay;8525;1524;x
klipgat;walker_bay;8561;1400;x
agulhas;agulhas_cape;8600;1372;x
bredasdorp;st_sebastian_bay;8626;1393;x
gouriqua;mossel_bay;8700;1413;x
hessequa;st_sebastian_bay;8642;1398;x
gouritsmond;mossel_bay;8687;1399;x
attequa;mossel_bay;8723;1421;x
outeniqua;seal_cape;8756;1417;x
gonaqua;kei_mouth;8984;1500;x
houtunqua;st_francis_cape;8815;1413;x
damaqua;recife_cape;8859;1427;x
damasonqua;padrone_cape;8907;1440;x
hoengeiqua;groot_visrivier_mouth;8943;1464;x
umngazi;umzimvubu_mouth;9038;1563;x
thembu;mbashe_mouth;9011;1528;x
mpondo;umzimkulu_mouth;9078;1615;x
umhlanga;natal_bay;9118;1693;x
ethekwini;umkomazi_mouth;9094;1647;x
umgungundlovu;sodwana_bay;9176;1791;x
buthelezi;tugela_mouth;9134;1715;x
konde;ponta_do_ouro;9189;1841;x
ndwandwe;st_lucia_cape;9167;1749;x
nama;hondeklip_bay;8477;1640;x
matzikama;groenrivier_mouth;8508;1577;x
aukwatowa;aukwatowa_coast;8460;1699;x
ai_ais;orange_river_mouth;8442;1738;x
tsau;shearwater_bay;8380;1856;x
garibams;bakers_bay;8418;1765;x
ezorongondo;walvis_bay;8350;2069;x
otjozondjii;walvis_bay;8352;2076;x
lower_pinda;kunene_coast;8225;2405;x
inhambane;inhambane_bay;9302;2019;x
chibuene;barra_falsa_point;9310;2081;x
chongoene;zavora_point;9284;1969;x
mambone;bazaruto_archipelago;9293;2156;x
maputo;delagoa_bay;9177;1891;x
xai_xai;mouth_limpopo;9228;1945;x
chiveve;beira_estuary;9279;2245;x
sofala;beira_estuary;9275;2236;x
chiluane;sofala_bay;9288;2189;x
chindre;mouth_zambezi;9353;2318;x
cuama;mouth_zambezi;9330;2295;x
ughoton;forcados_river_mouth;7922;3662;x
mahin;lekki_lagoon;7904;3685;x
cabo_formoso;west_niger_mouth;7951;3596;x
brass;east_niger_mouth;7975;3588;x
nembe;east_niger_mouth;7997;3592;x
new_calabar;east_niger_mouth;8009;3602;x
forcados;forcados_river_mouth;7941;3643;x
santo_antao;ponta_do_sol;6553;4289;x
sao_nicolao;ponta_do_lizardo;6585;4272;x
boa_vista;baia_da_parda;6660;4240;x
santiago;ponta_das_bicudas;6621;4169;x
fogo;ponta_grande;6577;4181;x
gambia;gambia_river_mouth;6935;4087;x
bintang;gambia_river_mouth;6950;4082;x
diaboudior;gambia_river_mouth;6927;4047;x
casamance;cape_skiring;6929;4039;x
tankular;gambia_river_mouth;6980;4090;x
cacheu;cape_skiring;6951;4022;x
bissau;geba_estuary;6981;4000;x
bafata;geba_estuary;7007;4008;x
anomansah;cape_three_points;7619;3622;x
cabo_corso;apa_lagoon;7635;3626;x
winneba;apa_lagoon;7661;3639;x
accra;accra_point;7682;3651;x
akropong;accra_point;7705;3664;x
keta;cape_saint_paul;7737;3670;x
anecho;cape_saint_paul;7749;3683;x
hulagan;bouche_du_roy;7766;3689;x
glexwe;bouche_du_roy;7779;3693;x
ajase;lagos_lagoon;7817;3697;x
ardra;bouche_du_roy;7794;3694;x
bonny;east_niger_mouth;8018;3601;x
eket;cross_river_mouth;8050;3595;x
calabar;cross_river_mouth;8073;3609;x
rio_del_rey;cape_debundsha;8097;3596;x
fernando_po;punta_occura;8077;3526;x
sao_tome;ponta_praiao;7999;3367;x
bimbia;cape_debundsha;8119;3559;x
cameroons;cape_debundsha;8130;3563;x
fifinda;cape_debundsha;8137;3533;x
bwambe;punta_de_campo;8138;3496;x
bata;punta_mbonda;8135;3453;x
ndar;senegal_river_mouth;6938;4234;x
beer_dun;cape_verd;6898;4159;x
tivaouane;senegal_coast;6929;4206;x
portudal;petit_cote;6917;4142;x
joal;petit_cote;6926;4127;x
albreda;gambia_river_mouth;6945;4082;x
juffure;gambia_river_mouth;6955;4088;x
sine_ngayene;gambia_river_mouth;6978;4092;x
saint_paul_river;cape_mesurado;7192;3705;x
mesurado;cape_mesurado;7198;3695;x
junk_river;cestos_point;7220;3682;x
bassa;cestos_point;7239;3662;x
cestos;bloobarra_point;7258;3640;x
cess;bloobarra_point;7267;3630;x
settra_kru;cess_point;7301;3607;x
tabou;cape_palmas;7355;3588;x
san_pedro;sassandra_river_mouth;7371;3596;x
sassandra;sassandra_river_mouth;7401;3612;x
fresco;bandama_river_mouth;7426;3622;x
grand_lahou;bandama_river_mouth;7460;3628;x
cosrou;ebrie_lagoon;7487;3631;x
grand_bassam;ebrie_lagoon;7512;3633;x
assinie;aby_lagoon;7541;3628;x
apollonia;aby_lagoon;7561;3623;x
axim;cape_three_points;7587;3614;x
bissagos;bissagos_islands;6953;3962;x
rio_grande;geba_estuary;6995;3988;x
rio_nunez;rio_nunez_mouth;7022;3955;x
boke;rio_nunez_mouth;7027;3941;x
rio_pongo;cape_verga;7055;3896;x
iles_de_los;sangareya_bay;7070;3884;x
scarcies;sangareya_bay;7087;3851;x
bunce_island;yawri_bay;7098;3819;x
banana_islands;yawri_bay;7093;3798;x
shenge;sherbro_coast;7117;3771;x
sherbro_island;sherbro_coast;7128;3763;x
galinhas;cape_mount_coast;7144;3743;x
mano;cape_mount_coast;7164;3729;x
cape_mount;cape_mount_coast;7178;3719;x
eko;lagos_lagoon;7844;3698;x
ikorundu;lagos_lagoon;7848;3706;x
ikosi;lagos_lagoon;7859;3708;x
epe;lekki_lagoon;7884;3697;x
arguin;dakhlet_nouadhibou;6938;4491;x
nouamghar;cape_timiris;6941;4415;x
nouakchott;nouakchott_coast;6960;4354;x
awlil;awlil_coast;6953;4302;x
rosso;senegal_river_mouth;6941;4266;x
gaspe;gamache_bay;4751;6224;x
chicchoc;coast_of_gaspe;4702;6235;x
marsoui;anglais_point;4663;6229;x
pewjeg;gaspe_bay;4767;6188;x
cascapedia;chaleur_bay;4729;6154;x
paspebiac;chaleur_bay;4688;6159;x
matapedia;chaleur_bay;4663;6156;x
matane;saint_lawrence_estuary;4620;6210;x
rimouski;boisvert_point;4560;6176;x
mitis;saint_lawrence_estuary;4591;6195;x
kakouna;boisvert_point;4546;6163;x
molsemtekw;saguenay_fjord;4523;6140;x
kamouraska;mouth_of_saint_lawrence;4501;6110;x
kikonteku;mouth_of_saint_lawrence;4454;6073;x
kamitsisit;mouth_of_saint_lawrence;4483;6087;x
etchemin;mouth_of_saint_lawrence;4467;6077;x
stadacona;mouth_of_saint_lawrence;4452;6076;x
ahwendoe;mouth_of_saint_lawrence;4472;6088;x
ondaonnentakwi;mouth_of_saint_lawrence;4475;6096;x
aunona;mouth_of_saint_lawrence;4483;6112;x
taoondewake;saguenay_fjord;4500;6127;x
kouate;saguenay_fjord;4512;6160;x
mingan;mingan_islands;4786;6302;x
pigou;sept_iles_bay;4741;6300;x
aguanish;lake_island;4850;6300;x
natashquan;vieux_poste_point;4874;6297;x
notiskuan;honguedo_strait;4783;6258;x
anticosti;bilodeau_point;4826;6228;x
natigostec;anticosti_coast;4882;6232;x
mecatina;saint_agustin_bay;5024;6366;x
kegaska;les_blacklands;4924;6297;x
coacoachou;mecatina_islands;4985;6323;x
napetipi;amour_point;5060;6378;x
uashat;cartier_point;4688;6301;x
mistecapiu;cartier_point;4643;6280;x
ouiauirabugu;anglais_point;4631;6252;x
piletisipuk;saint_lawrence_estuary;4588;6228;x
pessamit;boisvert_point;4549;6199;x
essipit;boisvert_point;4540;6187;x
tadoussac;saguenay_fjord;4523;6162;x
missicabi;cape_hope_islands;4086;6389;x
waskaganish;cape_hope_islands;4102;6389;x
pitchibourenik;cape_hope_islands;4114;6426;x
mistimakan;cape_hope_islands;4114;6451;x
chisasibi;kakachischuan_point;4092;6556;x
maquatua;kakachischuan_point;4098;6502;x
atikuan;vauquelin_point;4074;6606;x
kuujjuarapik;salikuit_islands;4172;6663;x
qingaaluk;mctavish_island;4207;6735;x
tupialuviniq;vauquelin_point;4121;6627;x
kuujjuaq;alukpaluk_bay;4584;6876;x
sanikiluaq;belcher_islands_coast5;4072;6703;x
pangnirtung;cumberland_sound;4708;7455;x
iglunga;cumberland_sound;4602;7474;x
iqaluit;frobisher_bay;4555;7262;x
kimmirut;big_island;4528;7186;x
amadjuak;jubilee_island;4386;7280;x
kinngait;aquiatulavik_bay;4209;7301;x
qikirtajuaq;alukpaluk_bay;4614;6852;x
qurlutuq;alukpaluk_bay;4648;6870;x
kangiqsualujjuaq;alukpaluk_bay;4680;6892;x
tupirvialuit;keglo_bay;4696;6911;x
nunainguk;aulatsivik_island;4873;6714;x
navchak;north_aulatsivik_island;4816;6900;x
kingmirtok;okak_bay;4821;6869;x
napaktok;okak_bay;4856;6834;x
okak;okak_bay;4864;6798;x
aulatsivik;aulatsivik_island;4876;6749;x
ukasikalik;aulatsivik_island;4902;6694;x
agvituk;kaipokok_bay;4941;6643;x
kaipokok;kaipokok_bay;4969;6635;x
aillik;kaipokok_bay;5011;6613;x
tessuialluk;sloop_harbour_point;5066;6601;x
tikigaksuagusik;sloop_harbour_point;5034;6570;x
aivitok;sloop_harbour_point;5045;6574;x
catucto;black_bear_bay;5151;6440;x
red_bay;black_bear_bay;5116;6393;x
ikkatuluk;hawke_island;5149;6481;x
uivvatok;hawke_island;5118;6533;x
natsitok;sloop_harbour_point;5080;6529;x
inutsualak;sloop_harbour_point;5085;6558;x
belle_isle;groais_island;5141;6372;x
wipetikil;grey_islands;5135;6331;x
naskwotchu;esquiman_channel;5080;6326;x
mekapisk;bay_of_islands;5053;6256;x
eimastukwek;st_george_bay;5041;6222;x
epwikek;cabot_strait;4988;6138;x
kutapuskuj;saint_georges_bay;5022;6185;x
upsukdaskooch;grey_islands;5104;6267;x
gosaoie;laurentian_channel;5022;6126;x
nogamsig;burgeo_bank;5075;6124;x
amasipukwek;hermitage_bay;5135;6132;x
sibook;fortune_bay;5169;6128;x
baie_verte;notre_dame_bay;5142;6263;x
walnaypek;notre_dame_bay;5156;6246;x
akilasiewakik;notre_dame_channel;5212;6239;x
cape_spear;conception_bay;5273;6113;x
bacalhieu;bonavista_bay;5252;6120;x
mekwiskajk;freels_cape;5234;6207;x
mollyhuajeck;bonavista_bay;5245;6184;x
placentia;green_bank;5222;6077;x
cape_race;trepassey_bay;5261;6065;x
maqtewey;placentia_bay;5228;6138;x
nukamkiajijk;st_pierre_bank;5161;6078;x
miquelon;hermitage_channel;5122;6087;x
elsiktuk;tatamagouche_bay;4818;6032;x
tignish;malpeque_bay;4775;6071;x
malpeque;malpeque_bay;4787;6050;x
tapu_tuitn;malpeque_bay;4811;6050;x
pukusamkek;havre_aubert_cape;4846;6053;x
menageesenog;grosse_island;4894;6136;x
askataliank;misaine_bank;4955;6011;x
cheticamp;rouge_cape;4909;6053;x
ingonish;quero_bank;4929;6087;x
qospemk;northumberland_strait;4891;6025;x
apaqtukowatek;canso_bank;4919;5994;x
sipuk;sydney_bight;4950;6032;x
kluskapewiktuk;sydney_bight;4938;6043;x
pictou;pictou_banks;4845;5998;x
chignecto;tatamagouche_bay;4790;6011;x
maccan;chignecto_bay;4751;5998;x
tatamagouche;pictou_banks;4810;6002;x
antigonish;strait_of_canso;4875;6000;x
canso;strait_of_canso;4898;5980;x
wikipoq;middle_bank;4876;5958;x
weljuik;middle_bank;4853;5948;x
jijkwtuk;minas_basin;4751;5973;x
cobequid;minas_basin;4785;5978;x
kennetook;minas_basin;4770;5971;x
kjipuktuk;emerald_bank;4808;5931;x
wetewatoqsik;lahave_bank;4785;5922;x
musquedoboit;emerald_bank;4821;5934;x
aspotogan;lahave_bank;4769;5925;x
esekatik;lahave_bank;4761;5905;x
nmejuaqnek;bay_of_fundy;4707;5944;x
nictaux;bay_of_fundy;4725;5957;x
wekwayik;grand_manan_basin;4682;5914;x
chebogue;brown_bank;4678;5882;x
muinawamek;brown_bank;4696;5864;x
nisiamk;bacarro_bank;4734;5875;x
oqumkikiak;bacarro_bank;4741;5886;x
chipoudy;chignecto_bay;4724;5986;x
petitcodiac;chignecto_bay;4749;6002;x
memramcook;abegweit_passage;4758;6035;x
richibucto;abegweit_passage;4747;6050;x
kouchibouguac;abegweit_passage;4736;6073;x
miramichi;miramichi_bay;4723;6088;x
neguac;miramichi_bay;4729;6099;x
nepisiguit;chaleur_bay;4703;6127;x
tracadie;miramichi_bay;4738;6119;x
caraquet;chaleur_bay;4709;6129;x
restigouche;chaleur_bay;4657;6151;x
pogomeg;chaleur_bay;4683;6147;x
menahkwesk;bay_of_fundy;4676;5964;x
mispec;bay_of_fundy;4700;5971;x
grand_manan;grand_manan_basin;4654;5942;x
pocologan;bay_of_fundy;4662;5962;x
chamcook;grand_manan_basin;4643;5962;x
cataraqui;bay_of_quinte;4211;5904;x
gananoque;bay_of_quinte;4230;5909;x
napanee;bay_of_quinte;4193;5898;x
ganneious;bay_of_quinte;4179;5901;x
ganaraska;central_lake_ontario;4150;5889;x
quinte;bay_of_quinte;4165;5897;x
macassa;niagara_basin;4061;5843;x
niagara;niagara_basin;4079;5839;x
kenhionatatie;eastern_erie_basin;4042;5812;x
kanagio;central_erie_basin;3985;5800;x
ganatchio;pelee_island;3927;5764;x
bkwejanong;blue_point;3948;5830;x
menesetung;blue_point;3971;5852;x
saugeen;clark_point;3973;5902;x
nochemoweniing;southern_lake_huron;3986;5953;x
etharita;georgian_bay;4011;5934;x
kaotia;georgian_bay;4060;5940;x
ossossane;georgian_bay;4050;5929;x
tkaronto;niagara_basin;4074;5866;x
oshawa;niagara_basin;4109;5882;x
missinihe;niagara_basin;4070;5861;x
tetioneshohon;niagara_basin;4065;5853;x
shawanaga;georgian_bay;4047;5978;x
cognashene;georgian_bay;4055;5951;x
memesagamesing;georgian_bay;4020;6003;x
manitoulin;deadmans_point;3934;6003;x
wemitigoj;georgian_bay;3997;6015;x
eskimanetigon;cunningham_point;3968;6026;x
mississagi;manitoulin_channel;3925;6030;x
baawitigong;whitefish_bay;3843;6060;x
batchawana;whitefish_bay;3849;6075;x
michipicoten;michipicoten_bay;3827;6146;x
agawa_superior;michipicoten_bay;3831;6115;x
pekatek;pukaskwa_point;3771;6163;x
aguasabon;schreiber_channel;3731;6201;x
nipigon;black_bay;3670;6200;x
kaministiquia;black_bay;3655;6180;x
neebing;thunder_bay;3630;6163;x
minong;thunder_bay;3641;6153;x
kinusheo;cape_henrietta_maria;3921;6638;x
wabuk;mouth_of_the_winisk;3818;6645;x
washeo;shagamu_coast;3703;6705;x
niskibi;kamisak_coast;3675;6735;x
shagamu;shagamu_coast;3746;6685;x
ministik;mouth_of_the_winisk;3803;6654;x
kamisak;kamisak_coast;3615;6762;x
machichi;pen_islands;3481;6771;x
kichekokotic;pen_islands;3530;6782;x
sowunusiske;pen_islands;3486;6796;x
wapusk;thompson_point;3454;6881;x
des_nedhe;churchill_shoal;3394;6890;x
nunalla;churchill_shoal;3380;6951;x
tha_anne;mouth_of_thlewiaza;3383;7014;x
attawapiskat;bear_islands;3949;6485;x
ekwan;bear_islands;3951;6500;x
otadaonanis;bear_islands;3966;6466;x
patchepawapoka;bear_islands;3941;6569;x
lakitusaki;cape_henrietta_maria;3949;6618;x
kashechewan;bear_islands;3988;6429;x
wapiskau;cape_hope_islands;4012;6413;x
moosonee;cape_hope_islands;4032;6376;x
olimisk;cape_hope_islands;4060;6364;x
mahnahwoonan;kakachischuan_point;4055;6509;x
sivukutaitiarruvik;cape_hope_islands;4076;6411;x
akimiski;bear_islands;3965;6480;x
bayaquitiri;coast_sierra_maestra;4212;4454;x
guantanamo;guantanamo_bay;4272;4459;x
baracoa;baracoa_bay;4302;4480;x
sagua;baracoa_bay;4281;4499;x
barajagua;nipe_bay;4245;4502;x
bayamo;guacanayabo_gulf;4182;4483;x
macaca;cruz_cape;4157;4448;x
cueiba;guacanayabo_gulf;4172;4496;x
bani_cuba;nipe_bay;4250;4521;x
lora;nipe_bay;4225;4527;x
cayaguayo;sabinal_key;4196;4537;x
south_camaguey;jardines_reina;4091;4508;x
mabuya;camaguey_archipelago;4157;4561;x
guaimaro;guacanayabo_gulf;4158;4497;x
magon;cienfuegos_bay;4066;4552;x
ornofay;ana_maria_gulf;4106;4549;x
guamuhaya;cienfuegos_bay;4044;4560;x
east_sabaneque;camaguey_archipelago;4117;4589;x
central_sabaneque;east_sabana_archipelago;4060;4618;x
sabana;east_sabana_archipelago;4071;4605;x
habana;havana_bay;3951;4640;x
batanabo;batabano_gulf;3970;4606;x
guanimar;havana_bay;3982;4633;x
marien_cuba;east_colorados_archipelago;3915;4630;x
siguanea;east_canarreos_archipelago;3929;4542;x
guaniguanico;west_colorados_archipelago;3870;4612;x
guanamacabibes;cape_corrientes;3848;4586;x
west_sabaneneque;west_sabana_archipelago;4022;4634;x
hanabana;cochinos_bay;3981;4582;x
jagua;cienfuegos_bay;4022;4573;x
maynoa;port_royal;4202;4341;x
yaguabo;long_bay;4172;4334;x
aguacadiba;montego_bay;4168;4373;x
guaygata;jamaica_channel;4195;4366;x
anaya;negril_point;4146;4344;x
oristan;montego_bay;4142;4371;x
abacoa;andros_coast;4124;4731;x
exuma;central_great_bahama_bank;4241;4663;x
guanima;san_salvador_coast;4260;4708;x
eleuthera;torque_ocean;4219;4738;x
guanahani;long_island_coast;4279;4640;x
inagua;inagua_coast;4356;4527;x
jumento;samana_cay_coast;4315;4617;x
caycos;turks_islands_passage;4424;4555;x
lucayoneque;bimini_channel;4176;4829;x
bahama;abaco_coast;4123;4846;x
bavaro;mona_passage;4580;4375;x
yuma;saona_island;4561;4358;x
hicayagua;bay_santo_domingo;4542;4369;x
cayacoa;bay_santo_domingo;4513;4371;x
boya;bay_samana;4523;4408;x
azua;ocoa_bay;4472;4358;x
bani;ocoa_bay;4489;4357;x
magorix;manzanillo_bay;4428;4451;x
bohio;manzanillo_bay;4454;4455;x
samana;escocesa_bay;4524;4422;x
cubao;cape_macorote;4490;4441;x
ciguayo;cape_macorote;4500;4437;x
marien;tortuga_island;4404;4447;x
guahaba;gulf_gonave;4373;4430;x
tortuga;tortuga_island;4370;4459;x
baynoa;windward_passage;4347;4446;x
jaragua;gulf_gonave;4398;4378;x
cayguani;ocoa_bay;4456;4358;x
baoruco;cape_beata;4445;4332;x
guanabo;gonave_channel;4362;4390;x
cahay;gulf_gonave;4379;4409;x
guacayakima;navassa_island;4300;4372;x
haniguayagua;gravois_point;4352;4356;x
yaquimo;jacmel_cape;4411;4356;x
yaguana;gonave_channel;4378;4371;x
guaynabo;bay_san_juan;4688;4373;x
guaraca;virgin_passage;4695;4346;x
guaynia;rincon_bay;4663;4343;x
guama;isla_caja_muertos;4640;4342;x
arasibo;arecibo_port;4658;4375;x
ayamaco;mona_passage;4633;4368;x
wadadli;flitches_creek_bay;4884;4290;x
liamuiga;st_kitts_coast;4831;4306;x
walichi;goal_point;4835;4339;x
anegada;anegada_passage;4754;4368;x
ayay;st_croix_coast;4742;4326;x
carucairi;guadaloupe_coast;4878;4241;x
waitu_kubuli;dominica_coast;4892;4201;x
iguanacaera;martinique_passage;4915;4168;x
hewanorra;saint_lucia_channel;4903;4119;x
cairiani;trinidad_coast;4915;3933;x
ichirouganaim;barbados_coast;4983;4079;x
alubera;tobago_coast;4932;3975;x
kamahuya;grenada_coast;4877;4021;x
youloumain;the_grenadines;4910;4076;x
buriari;bonaire_coast;4585;4025;x
curacaute;cumarebo_coast;4551;4016;x
arubeira;aruba_coast;4516;4044;x
shawmut;massachusetts_bay;4460;5785;x
naumkeag;massachusetts_bay;4466;5799;x
patuxet;cape_cod_bay;4475;5765;x
assonet;narragansett_bay;4465;5741;x
nauset;pleasant_bay;4509;5752;x
nantucket;nantucket_shoals;4481;5729;x
seekonk;narragansett_bay;4444;5747;x
pawcatuck;narragansett_bay;4432;5723;x
siccanemos;long_island_sound;4412;5721;x
nehantuck;long_island_sound;4397;5719;x
quinnipiac;long_island_sound;4372;5719;x
rippowam;long_island_sound;4355;5709;x
squamscott;scantum_basin;4470;5826;x
casco;casco_bay;4498;5877;x
kennebunk;scantum_basin;4480;5848;x
sagadahoc;casco_bay;4531;5889;x
majabigwaduce;penobscot_bay;4558;5921;x
passagassawkeag;penobscot_bay;4548;5905;x
pemetic;schoodic_ridge;4585;5908;x
passamaquoddy;grand_manan_basin;4638;5937;x
machias;schoodic_ridge;4606;5926;x
manhattan;raritan_bay;4324;5683;x
montauk;block_channel;4405;5698;x
unquachog;long_island_coast_us;4377;5684;x
massapequa;raritan_bay;4335;5675;x
nikahionhwakowa;bay_of_quinte;4226;5887;x
oswego;bay_of_quinte;4219;5861;x
assorodus;central_lake_ontario;4189;5843;x
irondequoit;central_lake_ontario;4161;5843;x
tiotoren;eastern_erie_basin;4089;5802;x
kanentaweron;eastern_erie_basin;4069;5787;x
thahnawate;niagara_basin;4107;5849;x
ahouenro;central_lake_ontario;4148;5850;x
raritan;raritan_bay;4311;5672;x
hackensack;raritan_bay;4321;5682;x
navisink;barnegat_bay;4317;5630;x
piscopeek;raritan_bay;4313;5668;x
tetamekanch;delaware_bay;4252;5613;x
kechemeche;cape_may;4294;5588;x
cohansey;delaware_bay;4262;5596;x
amintonck;cape_may;4305;5609;x
shackamaxon;delaware_bay;4260;5629;x
minguannan;delaware_bay;4255;5600;x
tappahanna;delaware_bay;4260;5583;x
assawoman;delaware_bay;4275;5566;x
erie;eastern_erie_basin;4039;5770;x
wicomico;chincoteague_bay;4266;5527;x
chicamacomico;upper_chesapeake_bay;4222;5556;x
matapeake;upper_chesapeake_bay;4224;5582;x
patapsco;upper_chesapeake_bay;4214;5595;x
wicontiss;upper_chesapeake_bay;4229;5611;x
nentego;upper_chesapeake_bay;4209;5569;x
patuxent;upper_chesapeake_bay;4214;5530;x
potapoco;upper_chesapeake_bay;4188;5535;x
werowocomoco;lower_chesapeake_bay;4216;5475;x
patawomeck;upper_chesapeake_bay;4172;5543;x
wicocomico;lower_chesapeake_bay;4219;5498;x
rappahannock;lower_chesapeake_bay;4229;5487;x
kiskiack;lower_chesapeake_bay;4216;5467;x
accomac;chincoteague_bay;4249;5491;x
nansemond;lower_chesapeake_bay;4210;5449;x
chesapeake;chesapeake_channel;4235;5443;x
weyanock;lower_chesapeake_bay;4197;5466;x
roanoke;albemarle_sound;4231;5385;x
croatan;albemarle_sound;4232;5403;x
hatteras;cape_hatteras;4260;5357;x
chowanoke;albemarle_sound;4202;5394;x
pocosin;albemarle_sound;4216;5392;x
pamlico;pamlico_sound;4211;5347;x
coree;raleigh_bay;4217;5324;x
corani;onslow_bay;4173;5303;x
neuse;pamlico_sound;4190;5332;x
chicora;onslow_bay;4151;5284;x
necoes;long_bay_us;4127;5265;x
waccamaw;long_bay_us;4106;5258;x
winyah;charleston_harbor;4089;5230;x
etiwan;port_royal_sound;4054;5198;x
wando;charleston_harbor;4077;5213;x
kiawah;port_royal_sound;4042;5186;x
combahee;port_royal_sound;4033;5176;x
wimbee;ossabaw_sound;4015;5170;x
mocama;altamaha_sound;3986;5083;x
tacatacaru;altamaha_sound;3997;5093;x
tybee;ossabaw_sound;4008;5148;x
ossabaw;ossabaw_sound;3997;5138;x
sapelo;ossabaw_sound;3995;5121;x
timucua;st_augustine_inlet;3989;5046;x
mayaca;st_augustine_inlet;3993;5020;x
jororo;st_augustine_inlet;4004;4992;x
surruque;cape_canaveral;4015;4952;x
ho_bay;cape_canaveral;4023;4921;x
mayaimi;biscayne_bay;4045;4798;x
ais;palm_beach;4037;4881;x
guacata;palm_beach;4049;4848;x
tequesta;florida_bay;4023;4756;x
guarungube;florida_keys;3990;4727;x
tequemapo;chokoloskee_bay;3986;4791;x
caloosahatchee;san_carlos_bay;3959;4828;x
potano;waccasassa_bay;3902;4999;x
uqueten;waccasassa_bay;3923;4978;x
tocaste;waccasassa_bay;3926;4955;x
mocozo;tampa_bay;3938;4909;x
ozita;tampa_bay;3931;4883;x
anhayca;apalachee_bay;3852;5035;x
azile;apalachee_bay;3880;5031;x
pensacola;pensacola_bay;3730;5063;x
watappo;saint_andrew_bay;3798;5041;x
choctawhatchee;pensacola_bay;3755;5062;x
cuyahoga;pelee_island;3969;5733;x
ashtabula;central_erie_basin;3994;5751;x
sandusky;pelee_island;3917;5728;x
maumee;pelee_island;3913;5736;x
kankakee;south_lake_michigan;3729;5744;x
waawiiyaataanong;lake_st_clair;3920;5797;x
giwitatigweiasibi;pelee_island;3896;5753;x
osaakiiwaki;blue_point;3937;5837;x
saginaw;saginaw_bay;3872;5872;x
shebeon;saginaw_bay;3895;5882;x
saganing;saginaw_bay;3890;5905;x
cheboygan;strait_of_makinac;3820;5981;x
wequetong;strait_of_makinac;3795;5943;x
asiniike;whitefish_point;3896;5953;x
muskegon;middle_lake_michigan;3754;5859;x
onekama;traverse_bay;3756;5899;x
owashtanong;wind_point;3765;5827;x
kalamazoo;wind_point;3766;5807;x
sakiwasipi;south_lake_michigan;3757;5775;x
mackinac;northern_lake_huron;3838;6020;x
tahquamenon;au_sable_point;3772;6066;x
manistique;strait_of_makinac;3799;6024;x
ishpeming;keweenaw_bay;3716;6054;x
menominee;green_bay;3730;6006;x
keweenaw;copper_harbor;3682;6118;x
ontonagon;keweenaw_coast;3636;6088;x
checagou;south_lake_michigan;3694;5781;x
millioke;wind_point;3690;5842;x
kenosha;wind_point;3695;5804;x
sheboygan;middle_lake_michigan;3700;5871;x
boojwiikwedong;green_bay;3687;5927;x
manitowoc;traverse_bay;3717;5940;x
oconto;green_bay;3694;5950;x
gaamiskwaabikaang;chequamegon_bay;3511;6066;x
chequamegon;chequamegon_bay;3558;6061;x
mobile;mobile_bay;3682;5065;x
biloxi;biloxi_bay;3624;5050;x
pascagoula;biloxi_bay;3657;5055;x
bulbancha;chandeleur_sound;3620;5021;x
bogue_chitto;biloxi_bay;3613;5042;x
chawasha;barataria_bay;3587;5006;x
atchafalaya;atchafalaya_bay;3538;4999;x
ciwat;vermillion_bay;3497;5019;x
otse;vermillion_bay;3449;5020;x
nemadji;chequamegon_bay;3508;6075;x
wissakode;chequamegon_bay;3576;6131;x
makoua;chequamegon_bay;3545;6109;x
ometepec;chantengo_lagoon;3198;4258;x
jicayan;corralero_lagoon;3220;4244;x
yopitzinco;acapulco_bay;3153;4271;x
