locationA,locationB,accessType,through_location
african_high_sea10,african_high_sea9,sea,
african_high_sea10,atlantic_southcurrent31,sea,
african_high_sea10,atlantic_southcurrent46,sea,
african_high_sea10,groenrivier_mouth,sea,
african_high_sea10,saldanha_bay,sea,
african_high_sea10,st_helena_bay,sea,
african_high_sea11,african_high_sea12,sea,
african_high_sea11,atlantic_southcurrent46,sea,
african_high_sea11,atlantic_southcurrent62,sea,
african_high_sea11,good_hope_cape,sea,
african_high_sea11,saldanha_bay,sea,
african_high_sea11,table_bay,sea,
african_high_sea12,atlantic_southcurrent62,sea,
african_high_sea12,good_hope_cape,sea,
african_high_sea12,west_africa2_high_sea,sea,
african_high_sea13,african_high_sea14,sea,
african_high_sea13,agulhas_cape,sea,
african_high_sea13,st_sebastian_bay,sea,
african_high_sea13,west_africa2_high_sea,sea,
african_high_sea14,african_high_sea15,sea,
african_high_sea14,mossel_bay,sea,
african_high_sea14,seal_cape,sea,
african_high_sea14,st_francis_cape,sea,
african_high_sea14,st_sebastian_bay,sea,
african_high_sea15,african_high_sea16,sea,
african_high_sea15,recife_cape,sea,
african_high_sea15,st_francis_cape,sea,
african_high_sea16,african_high_sea17,sea,
african_high_sea16,groot_visrivier_mouth,sea,
african_high_sea16,indian_northagulhascurrent7,sea,
african_high_sea16,padrone_cape,sea,
african_high_sea16,recife_cape,sea,
african_high_sea17,african_high_sea18,sea,
african_high_sea17,groot_visrivier_mouth,sea,
african_high_sea17,indian_northagulhascurrent1,sea,
african_high_sea17,indian_northagulhascurrent7,sea,
african_high_sea17,kei_mouth,sea,
african_high_sea17,mbashe_mouth,sea,
african_high_sea18,african_high_sea19,sea,
african_high_sea18,indian_northagulhascurrent1,sea,
african_high_sea18,mbashe_mouth,sea,
african_high_sea18,umzimvubu_mouth,sea,
african_high_sea19,african_high_sea20,sea,
african_high_sea19,umkomazi_mouth,sea,
african_high_sea19,umzimkulu_mouth,sea,
african_high_sea19,umzimvubu_mouth,sea,
african_high_sea2,african_high_sea3,sea,
african_high_sea2,fria_cape,sea,
african_high_sea2,mowe_bay,sea,
african_high_sea2,skeleton_coast,sea,
african_high_sea20,african_high_sea21,sea,
african_high_sea20,natal_bay,sea,
african_high_sea20,tugela_mouth,sea,
african_high_sea20,umkomazi_mouth,sea,
african_high_sea21,african_high_sea22,sea,
african_high_sea21,st_lucia_cape,sea,
african_high_sea21,tugela_mouth,sea,
african_high_sea22,african_high_sea23,sea,
african_high_sea22,delagoa_bay,sea,
african_high_sea22,mouth_limpopo,sea,
african_high_sea22,ponta_do_ouro,sea,
african_high_sea22,sodwana_bay,sea,
african_high_sea22,st_lucia_cape,sea,
african_high_sea23,mouth_limpopo,sea,
african_high_sea23,mozambique_channel9,sea,
african_high_sea23,zavora_point,sea,
african_high_sea25,african_high_sea26,sea,
african_high_sea25,mahafaly_coast,sea,
african_high_sea25,masikora_cape,sea,
african_high_sea25,mozambique_channel12,sea,
african_high_sea25,mozambique_channel15,sea,
african_high_sea26,african_high_sea27,sea,
african_high_sea26,masikora_cape,sea,
african_high_sea26,sainte_marie_cape,sea,
african_high_sea27,african_high_sea28,sea,
african_high_sea27,indian_southcurrent16,sea,
african_high_sea27,sainte_marie_cape,sea,
african_high_sea28,african_high_sea29,sea,
african_high_sea28,bay_tolanaro,sea,
african_high_sea28,indian_southcurrent1,sea,
african_high_sea28,indian_southcurrent16,sea,
african_high_sea28,sainte_marie_cape,sea,
african_high_sea29,african_high_sea30,sea,
african_high_sea29,bay_tolanaro,sea,
african_high_sea29,indian_southcurrent1,sea,
african_high_sea29,manarivo_bay,sea,
african_high_sea3,african_high_sea4,sea,
african_high_sea3,mowe_bay,sea,
african_high_sea3,terrace_bay,sea,
african_high_sea3,torra_bay,sea,
african_high_sea30,african_high_sea31,sea,
african_high_sea30,manarivo_bay,sea,
african_high_sea30,mouth_mananara,sea,
african_high_sea31,african_high_sea32,sea,
african_high_sea31,mananjary_estuary,sea,
african_high_sea31,mouth_mananara,sea,
african_high_sea32,african_high_sea33,sea,
african_high_sea32,african_high_sea43,sea,
african_high_sea32,betsimisaraka_coast,sea,
african_high_sea32,mananjary_estuary,sea,
african_high_sea33,african_high_sea34,sea,
african_high_sea33,african_high_sea43,sea,
african_high_sea33,betsimisaraka_coast,sea,
african_high_sea33,mouth_rianila,sea,
african_high_sea33,tintingue_bay,sea,
african_high_sea34,african_high_sea35,sea,
african_high_sea34,sainte_marie_island,sea,
african_high_sea34,tintingue_bay,sea,
african_high_sea35,african_high_sea36,sea,
african_high_sea35,est_cape,sea,
african_high_sea35,sainte_marie_island,sea,
african_high_sea36,african_high_sea37,sea,
african_high_sea36,est_cape,sea,
african_high_sea36,indian_southequatorialcurrent14,sea,
african_high_sea36,mouth_benarivo,sea,
african_high_sea37,african_high_sea38,sea,
african_high_sea37,antsiranana_bay,sea,
african_high_sea37,indian_southequatorialcurrent1,sea,
african_high_sea37,indian_southequatorialcurrent14,sea,
african_high_sea37,mouth_benarivo,sea,
african_high_sea38,african_high_sea39,sea,
african_high_sea38,antsiranana_bay,sea,
african_high_sea38,indian_southequatorialcurrent1,sea,
african_high_sea38,seychelles_channel1,sea,
african_high_sea38,seychelles_channel2,sea,
african_high_sea39,african_high_sea40,sea,
african_high_sea39,aldabra_island2,sea,
african_high_sea39,ambre_cape,sea,
african_high_sea39,antsiranana_bay,sea,
african_high_sea39,indian_ocean3,sea,
african_high_sea39,seychelles_channel2,sea,
african_high_sea4,african_high_sea5,sea,
african_high_sea4,cross_cape,sea,
african_high_sea4,torra_bay,sea,
african_high_sea4,walvis_bay,sea,
african_high_sea40,african_high_sea41,sea,
african_high_sea40,aldabra_island2,sea,
african_high_sea40,seychelles_channel2,sea,
african_high_sea41,african_high_sea42,sea,
african_high_sea41,aldabra_island2,sea,
african_high_sea42,african_high_sea58,sea,
african_high_sea42,aldabra_island2,sea,
african_high_sea42,indian_ocean1,sea,
african_high_sea42,indian_ocean2,sea,
african_high_sea43,african_high_sea44,sea,
african_high_sea43,african_high_sea57,sea,
african_high_sea43,reunion_island2,sea,
african_high_sea44,african_high_sea45,sea,
african_high_sea44,mauritius_island1,sea,
african_high_sea44,reunion_island2,sea,
african_high_sea45,african_high_sea46,sea,
african_high_sea45,mauritius_island1,sea,
african_high_sea46,african_high_sea47,sea,
african_high_sea46,african_high_sea49,sea,
african_high_sea46,mauritius_island1,sea,
african_high_sea47,african_high_sea48,sea,
african_high_sea47,african_high_sea49,sea,
african_high_sea47,african_high_sea54,sea,
african_high_sea47,mauritius_island1,sea,
african_high_sea48,african_high_sea54,sea,
african_high_sea48,african_high_sea55,sea,
african_high_sea48,mauritius_island1,sea,
african_high_sea49,african_high_sea51,sea,
african_high_sea49,african_high_sea54,sea,
african_high_sea49,rodrigues_island,sea,
african_high_sea5,african_high_sea6,sea,
african_high_sea5,conception_bay_africa,sea,
african_high_sea5,meob_bay,sea,
african_high_sea5,walvis_bay,sea,
african_high_sea50,african_high_sea51,sea,
african_high_sea50,african_high_sea52,sea,
african_high_sea50,rodrigues_island,sea,
african_high_sea51,rodrigues_island,sea,
african_high_sea52,african_high_sea53,sea,
african_high_sea52,rodrigues_island,sea,
african_high_sea53,african_high_sea54,sea,
african_high_sea53,rodrigues_island,sea,
african_high_sea54,rodrigues_island,sea,
african_high_sea55,african_high_sea56,sea,
african_high_sea55,mauritius_island1,sea,
african_high_sea55,reunion_island2,sea,
african_high_sea56,african_high_sea57,sea,
african_high_sea56,reunion_island2,sea,
african_high_sea57,reunion_island2,sea,
african_high_sea58,african_high_sea59,sea,
african_high_sea58,indian_ocean1,sea,
african_high_sea58,mafia_channel,sea,
african_high_sea58,mafia_island,sea,
african_high_sea58,zanzibar_island,sea,
african_high_sea59,african_high_sea60,sea,
african_high_sea59,pemba_island,sea,
african_high_sea59,zanzibar_island,sea,
african_high_sea6,african_high_sea7,sea,
african_high_sea6,meob_bay,sea,
african_high_sea6,shearwater_bay,sea,
african_high_sea6,spencer_bay,sea,
african_high_sea60,african_high_sea61,sea,
african_high_sea60,cape_kaambooni,sea,
african_high_sea60,mombasa_island,sea,
african_high_sea60,pate_island,sea,
african_high_sea60,pemba_island,sea,
african_high_sea61,african_high_sea62,sea,
african_high_sea61,cape_kaambooni,sea,
african_high_sea61,giuba_island,sea,
african_high_sea61,mouth_jubba,sea,
african_high_sea62,african_high_sea63,sea,
african_high_sea62,coast_jubaland,sea,
african_high_sea62,indian_monsooncurrent11,sea,
african_high_sea62,mouth_jubba,sea,
african_high_sea62,shabelle_coast,sea,
african_high_sea63,african_high_sea64,sea,
african_high_sea63,banaadir_coast,sea,
african_high_sea63,cadde_cape,sea,
african_high_sea63,indian_monsooncurrent1,sea,
african_high_sea63,indian_monsooncurrent11,sea,
african_high_sea63,shabelle_coast,sea,
african_high_sea64,african_high_sea65,sea,
african_high_sea64,cadde_cape,sea,
african_high_sea64,indian_monsooncurrent1,sea,
african_high_sea64,warsheikh_coast,sea,
african_high_sea65,african_high_sea66,sea,
african_high_sea65,cabdi_cape,sea,
african_high_sea65,mareeg_coast,sea,
african_high_sea65,warsheikh_coast,sea,
african_high_sea66,african_high_sea67,sea,
african_high_sea66,cabdi_cape,sea,
african_high_sea66,mudug_coast,sea,
african_high_sea67,african_high_sea68,sea,
african_high_sea67,coast_punt,sea,
african_high_sea67,ilig_cape,sea,
african_high_sea67,mudug_coast,sea,
african_high_sea68,african_high_sea69,sea,
african_high_sea68,cape_machar,sea,
african_high_sea68,coast_punt,sea,
african_high_sea69,arabian_sea9,sea,
african_high_sea69,cape_hafun,sea,
african_high_sea69,cape_machar,sea,
african_high_sea69,guardafui_channel,sea,
african_high_sea69,shuub_cape,sea,
african_high_sea7,african_high_sea8,sea,
african_high_sea7,atlantic_south_sainthelenacurrent3,sea,
african_high_sea7,bakers_bay,sea,
african_high_sea7,shearwater_bay,sea,
african_high_sea8,african_high_sea9,sea,
african_high_sea8,atlantic_south_sainthelenacurrent3,sea,
african_high_sea8,atlantic_southcurrent15,sea,
african_high_sea8,aukwatowa_coast,sea,
african_high_sea8,bakers_bay,sea,
african_high_sea8,orange_river_mouth,sea,
african_high_sea9,atlantic_southcurrent15,sea,
african_high_sea9,atlantic_southcurrent31,sea,
african_high_sea9,aukwatowa_coast,sea,
african_high_sea9,groenrivier_mouth,sea,
african_high_sea9,hondeklip_bay,sea,
afrin,aleppo,land,
afrin,artah,land,
afrin,dabiq,land,
afrin,kilis,land,
afrin,trapessac,land,
afrin,zardana,land,
afsin,comana_cil,land,
afsin,elbistan,land,
afsin,goksun,land,
afsin,gurun,land,
afso,debdou,land,
afso,ghassasa,land,
afso,jarawah_abu_al_aysh,land,
afso,ras_kebdana,land,
afso,tabarida,land,
afso,taourirt,land,
afua_coast,minto_coast_1,sea,
afua_coast,oroluk_atoll,coastal,
afua_coast,pohnpei_high_sea_3,sea,
afua_coast,pohnpei_high_sea_5,sea,
afua_coast,pohnpei_high_sea_6,sea,
aga,boorj,land,
aga,nibuchu,river,
aga,qorqonaq_yubur,land,
aga,tura,land,
aga,unda,river,
agadem,bilma,land,
agadem,fachi,land,
agadem,sahel_corridor14,land,
agadez,assode,land,
agadez,in_gall,land,
agadez,marandet,land,
agadez,sahel_corridor01,land,
agadez,takedda,land,
agadez,talak,land,
agadez,tenere,land,
agadir,agadir_bay,port,
agadir,ait_daoud,land,
agadir,massa_MOR,land,
agadir,tafraout,land,
agadir,taroudant,land,
agadir,tednest,land,
agadir,tidsi,land,
agadir_bay,ait_daoud,coastal,
agadir_bay,cape_draa,sea,
agadir_bay,cape_sim,sea,
agadir_bay,ifni,coastal,
agadir_bay,massa_MOR,port,
agadir_bay,north_eastern_atlantic51,sea,
agadir_bay,tiznit,port,
agaes,avaes,river,
agaes,kyyindy,river,
agaes,lanagashec,river,
agaes,tacshic,river,
agai_ticutta,atsugewi,land,
agai_ticutta,cui_yui_ticutta,land,
agai_ticutta,koop_ticutta,land,
agai_ticutta,mountain_maidu,land,
agaidika,bitterroot,land,
agaidika,iyeesnime,river,
agaidika,leadore,land,
agaidika,red_rock,land,
agaidika,shohopanaiti,land,
agaidika,waradika,river,
agar,gagraun,river,
agar,maksi,land,
agar,sarangpur,river,
agar,ujjain,land,
agaro,bonga,land,
agaro,hirmata,land,
agaro,ilimo,river,
agaro,lieka,river,
agaro,saqqa,land,
agartala,kumilla,land,
agartala,laskarpur,land,
agartala,rangamati,land,
agartala,sonargaon,land,
agatsuma,chiisagata,land,
agatsuma,gunma,land,
agatsuma,minamiuonuma,land,
agatsuma,tone,land,
agatsuma,usui,land,
agattu_island1,amchitka_island2,sea,
agattu_island1,north_pacific_high_sea63,sea,
agattu_island1,north_pacific_high_sea64,sea,
agattu_island1,north_pacific_high_sea67,sea,
agattu_island1,north_pacific_high_sea69,sea,
agattu_island1,north_pacific_high_sea72,sea,
agattu_island1,sasignan,port,
agawa,muroto_cape,port,
agawa,nagaoka,land,
agawa,takaoka,land,
agawa,tosa,land,
agawa,ukena,land,
agawa_superior,batchawana,land,
agawa_superior,michipicoten,land,
agawa_superior,michipicoten_bay,port,
agawa_superior,whitefish_bay,coastal,
agawam,mahaiwe,land,
agawam,pocumtuck,river,
agawam,pontoosuck,land,
agawam,quinsigamond,land,
agawam,saukiog,river,
agawam,scatacook,land,
agawam,weshacum,land,
agayakan,kuydusun,land,
agayakan,oimiakon,land,
agbonle,djougou,land,
agbonle,igboho,land,
agbonle,kaiama,land,
agbonle,kisi,land,
agbonle,nikki,land,
agbonle,saki,land,
agde,beziers,land,
agde,coast_languedoc,coastal,
agde,montpellier,land,
agde,mouths_rhone,port,
agdez,ouarzazate,river,
agdez,tagmadert,river,
agdez,taznakht,land,
agdez,tazzarine,land,
agen,bazas,river,
agen,cahors,river,
agen,lectoure,land,
agen,marmande,land,
agen,montauban,river,
agen,montflanquin,river,
agh_qala,azadvar,land,
agh_qala,bam_esfarayen,land,
agh_qala,esfarayen,land,
agh_qala,farumad,land,
agh_qala,meshkan_khorasan,land,
agh_qala,sabzevar,land,
agham_kot,hala,land,
agham_kot,mansura,land,
agham_kot,naserpur,land,
agham_kot,sonda,land,
agham_kot,umarkot,land,
agham_kot,wanga_bazar,land,
aghkand,hashatjin,river,
aghkand,hashtrud,land,
aghkand,khalkhal,land,
aghkand,miyaneh,river,
aghkand,sarcham,river,
aghmat,hanimmei,land,
aghmat,marrakesh,land,
aghmat,naffis,land,
aghmat,tinmel,land,
agiabampo_bay,ahome,coastal,
agiabampo_bay,huatabampo,port,
agiabampo_bay,huivulau_bay,sea,
agiabampo_bay,loreto_bay,sea,
agiabampo_bay,ohuira_bay,sea,
agikuyu,kitui,land,
agikuyu,oda_boru_ruva,river,
agikuyu,sanye,land,
agikuyu,west_ongamo,land,
agnam_civol,golere,land,
agnam_civol,linguere,land,
agnam_civol,mboune,land,
agnam_civol,podor,land,
agnam_civol,salde,land,
agnam_civol,sioure,land,
agnam_civol,thilogne,land,
agno,agoo,land,
agno,ajanas,land,
agno,bayambang,land,
agno,binalatongan,land,
agno,pantabangan,land,
agob,bitur,land,
agob,bobo_island,coastal,
agob,boigu_island,port,
agob,nambu,land,
agob,wipi,land,
agoo,binalatongan,land,
agoo,lingayen_gulf,port,
agoo,tagudin,land,
agordat,anseba,river,
agordat,asmara,river,
agordat,bazin,land,
agordat,kassala,land,
agordat,keren,land,
agordat,mendefera,land,
agordat,tesenei,land,
agori,ramkola,land,
agori,sidhi,river,
agori,untari,land,
agori,vijaygarh,river,
agouasaque,ambraw,land,
agouasaque,gichthanne,land,
agouasaque,patoka,river,
agouasaque,pawwikamsipi,river,
agouasaque,quiaghtena,river,
agouasaque,wapahani,river,
agra,bayana,land,
agra,bharatpur,land,
agra,bhind,river,
agra,chandwar,land,
agra,dholpur,land,
agra,etawah,river,
agra,jalesar_doab,river,
agra,mathura,land,
agra,sabalgarh,river,
agramunt,balaguer,land,
agramunt,cardona,land,
agramunt,cervera,land,
agramunt,seu_durgell,land,
agramunt,talarn,land,
agramunt,tarrega,land,
agreda,arnedo,land,
agreda,calahorra,land,
agreda,soria,land,
agreda,tarazona,land,
agrihan,pagan_coast,coastal,
agror,baligram,river,
agror,behali,land,
agror,mardan,river,
agror,sherwan,land,
agsu,goychay,land,
agsu,javad,land,
agsu,qabala,land,
agsu,shamakhi,land,
agsu,zardab,land,
aguacadiba,anaya,land,
aguacadiba,guaygata,land,
aguacadiba,jamaica_channel,coastal,
aguacadiba,montego_bay,port,
aguacadiba,oristan,land,
aguacana,apatzingan,river,
aguacana,chucutitlan,land,
aguacana,churumekua,river,
aguacana,patzcuaro,land,
aguacana,puruaran,land,
aguacana,tacambaro,land,
aguacana,tancitaro,land,
aguacay,amaye,land,
aguacay,anoixi,river,
aguacay,chaguate,land,
aguacay,kiamichi,land,
aguanish,lake_island,port,
aguanish,mingan,land,
aguanish,natashquan,river,
aguanish,vieux_poste_point,coastal,
aguasabon,ginoogaming,river,
aguasabon,namewaminikan,land,
aguasabon,nipigon,land,
aguasabon,pekatek,land,
aguasabon,schreiber_channel,port,
aguere,northern_tenerife_coast2,port,
aguere,southern_tenerife_coast2,coastal,
aguiar,braga,land,
aguiar,chaves,land,
aguiar,guimaraes,land,
aguiar,mirandela,land,
aguiar,montalegre,land,
aguiar,vila_real,land,
aguilar_de_campoo,monzon_campos,land,
aguilar_de_campoo,reinosa,land,
aguilar_de_campoo,riano,land,
aguilar_de_campoo,saldana,land,
aguilar_de_campoo,villadiego,land,
aguirre_bay,blossom_bay,sea,
aguirre_bay,chuainisin,coastal,
aguirre_bay,hermite_isle,sea,
aguirre_bay,lawal_lakwaia_bay,sea,
aguirre_bay,onashaga_channel,sea,
aguirre_bay,utumaala,port,
aguirre_bay,western_atlantic_high_sea77,sea,
aguja_point,east_pacific_high_sea57,sea,
aguja_point,east_pacific_high_sea58,sea,
aguja_point,nampajic_coast,sea,
aguja_point,nunura,coastal,
aguja_point,sec_hura_bay,sea,
aguja_point,xllang,port,
agula,mekele,land,
agula,senafe,land,
agulhas,agulhas_cape,port,
agulhas,bredasdorp,land,
agulhas,chainouqua,land,
agulhas,klipgat,land,
agulhas,walker_bay,coastal,
agulhas_cape,bredasdorp,coastal,
agulhas_cape,st_sebastian_bay,sea,
agulhas_cape,walker_bay,sea,
agulhas_cape,west_africa2_high_sea,sea,
aguyaq,akokpaq,river,
aguyaq,igiugig,through-sea,kvichak_bay
aguyaq,igushiq,land,
aguyaq,kvichak_bay,port,
aguz,asfi,land,
aguz,cape_hadid,port,
aguz,chichaoua,land,
aguz,echemmaia,land,
aguz,miatbir,land,
aguz,mogador,land,
agvituk,aulatsivik_island,coastal,
agvituk,kaipokok,river,
agvituk,kaipokok_bay,port,
agvituk,ukasikalik,land,
agw_aneq,kenai_fjords,coastal,
agw_aneq,larsen_bay,coastal,
agw_aneq,marmot_bay,port,
agw_aneq,ursus_cove,coastal,
agwarmin,burdekin,river,
agwarmin,takalak,land,
agwarmin,wailulu,river,
agwarmin,walangama,land,
agwarmin,warungu,land,
agwarmin,yanga,land,
aha_macav,dolkabaya,land,
aha_macav,halchidoma,river,
aha_macav,havasu,river,
aha_macav,hwalbay,river,
ahar,heris,land,
ahar,kaleybar,land,
ahar,khiyav,land,
ahar,mardanaqom,land,
ahar,qahqaheh,land,
ahar,tabriz,land,
ahaus,doetinchem,land,
ahaus,dulmen,land,
ahaus,horstmar,land,
ahaus,kleve,land,
ahaus,oldenzaal,land,
ahaus,recklinghausen,land,
ahaus,wesel,land,
ahaus,zutphen,land,
ahe,wari,river,
ahe,yjxa,river,
ahel,alamarvdasht,land,
ahel,asir,land,
ahel,bagh_iran,land,
ahel,bandar_charak,land,
ahel,bastak,land,
ahel,dehtal,land,
ahel,kish,land,
ahel,siraf,land,
aheri,ballarpur,river,
aheri,barasuru,river,
aheri,bhadrachalam,river,
aheri,chennur,river,
aheri,gadchiroli,river,
aheri,paralkot,land,
aheri,sirpur,river,
aheyya_fagg,ambat,land,
aheyya_fagg,badabedi,land,
aheyya_fagg,debre_libanos,land,
aheyya_fagg,gannata_giyorgis,land,
aheyya_fagg,kombolcha,land,
ahkwesasne,ahkwesasne_ny,river,
ahkwesasne,kahwenoke,river,
ahkwesasne,kemoimenahan,land,
ahkwesasne,lake_of_two_mountains,lake,
ahkwesasne,oskennonton,land,
ahkwesasne,otennienontant,river,
ahkwesasne,wdpesek,land,
ahkwesasne_ny,ahna_wate,land,
ahkwesasne_ny,kahwenoke,river,
