location,status,good_results
louviers,good result,rouen|gisors|pont_audemer
khatas,good result,byadi|chiryapchi|maymaga|ars|kele|batamay|nas
chateauneuf_de_randon,good result,brioude|le_puy|po|montlaur|boe
gonganbao,good result,gurbantunggut|qanbalik
hitchauta,good result,kasihta|omusee
shemonayevskoye,good result,lebyazhye|oskemen|shar|takhir
licheng_luan,good result,lucheng_luan|xiangyuan
idlib,good result,artah|masyaf
yongshan,good result,mahu|leibo|puge|wumeng
zharkol,good result,almenevo|siberia_tenteksor|konildi|sasykkol|alakol
waykuche,good result,meli_pillan|rangkawe|huemui_mountains
akhalkalaki,good result,akhaltsikhe|tmogvi|abe
ngambe,good result,bimbia|cameroons|bana
suphanburi,good result,lopburi|chaisri
chamuhongo,good result,baluba|kadinga
oyate_shisha,good result,chagu|tchankasndata|aowa
logrono,good result,najera|arnedo|laguardia|viana
buy,good result,chukhloma|lyubim
sri_thep,good result,saraburi|chai_nat|phuenchapura
ed_damer,good result,kassala|shendi|quz_rajab|el_metemma|shemkhiya
caete_brasil,good result,santa_luzia|itacolomi|abe
sonso,good result,docampado_coast
kracheh,good result,sampheak_borak
fancheng,good result,xiangyang|gucheng|guanghua|xinye
magyarovar,good result,bratislava|gyor
guzelhisar,good result,balat|cine|nazilli
miritiba,good result,uruaitis|upaon_acu
novosyolovo,good result,krasnoyarsk|nazarovo|uzhur|kortuz
datooga,good result,east_wembere
koliaganeq,good result,akokpaq|dena_ina_uplands
medininkai_vilna,good result,ashmyany|svencionys|vilnius
winklern,good result,steinfeld|abe|winklern|tuy|kem|otun|oban
fort_simpson,good result,nahanni|jean_marie_river|wrigley
sucuriu,good result,evuevi|piquiri|camapua|porekry|araguaia|utugo_kuri_doge
usulutan,good result,rif|cojutepeque|ia|nonualco|ia|ye
chioata,good result,nana_kahinga
mastakh,good result,epe|chay
ban_don,good result,ob|dax|doh_kromum
sumbwa,good result,nyamwezi|shubi
kamyshin,good result,zenzevatka|goly_karamysh
ghazipur,good result,ballia|buxar|mau_jaunpur
waco,good result,melenudo|nokoni|nabaydacu|mayeye
lanka,good result,daboka|maibong
tulu_nama_dun,good result,tulu_walal|dolo
constantina,good result,palma_del_rio|carmona|nur
golo_muiassa,good result,lukassi|dibue
fraga,good result,caspe
cremona,good result,tom|parma|sandonnino|piacenza|casalmaggiore|soncino|lodi
walnaypek,good result,newfoundland_highlands|notre_dame_bay
pyshchug,good result,bolshaya_yakshanga|vokhma
arac,good result,cerkes|safranbolu|ou
phsar_dek,good result,or_keo|srok_khleang|vyadhapura|prasat_pram_lovet
puente_arzobispo,good result,oropesa|guadalupe|talavera_de_la_reina
rajim,good result,dhamtari|sripura|tus
kuben_kran_ken,good result,prainha|xingu_amazon_jungle
pankshin,good result,lau|kwararafa|ibi
bir,good result,dahrur|daulatabad|pathri
daboka,good result,bordowa|guwahati|lanka|ia
vetluga,good result,tonshayevo|varnavino|rakahanga
svencionys,good result,vilnius|wa|medininkai_vilna|ou
curvelo,good result,ou|sabarabucu|ia|sete_lagoas|goianas|gouveia
krosno_odrzanskie,good result,guben|sulechow|ia
konda,good result,leushinskiy_tuman|tursunskiy_tuman
zimnyatsky,good result,kletskaya|ust_medveditskaya
nalyachchyya,good result,nelgese|derbeke|yana_plateau
bost,good result,gereshk|garmsir|khanashin|maiwand|pangvay
sheshatshiu,good result,hamilton_inlet|grand_lake
cine,good result,balat|guzelhisar|milas
qianjiang_binzhou,good result,xincheng_xincheng|laibin
kayeskikan,good result,chequamegon|kinnickinnic|mathoskabde|ye|ia|ginebig
nuurvik,good result,uataaq|kobuk|hotham_inlet
guajajara,good result,guaja|caru|canela_apanyekra|arariboia_jungle
atikokiwam,good result,miniss|matapesatakun|petawanga|ia|winisk_uplands|wa
itaraholata,good result,mayaca|george_lake_fl
oda_boru_ruva,good result,agikuyu|wenje
pandua_adina,good result,tajpur|gaur|katihar
kamensk,good result,motygino|kiya|bryanka
kiyyangan,good result,camarag
jang_tana,good result,gechak|tanggula2
phanat,good result,dong_lakhon|tun|dong_si_maha_phot|bight_ayodhya
ahvaz,good result,dowraq|ars|shushtar
cherdyn,good result,usolye|perm_forest|solikamsk|nyrob
aksay,good result,stepanevka|nagavskaya|fez
picchu,good result,ullantaytampu
yuktali,good result,chilchi|tas_yuryakh|aldan_upplands1
narat,good result,nilka|tokkuztara
sernur,good result,urzhum|ural_nema|nikolsky
north_yao,good result,north_meetto|central_meetto|east_yao|nindi
shwegu,good result,mongyang|htigyaing|katha|manmaw|mabein
somana,good result,vamizi|makonde|cabo_delgado
sorochinskaya,good result,buzuluk|bol_shoy_uran
zhiziluo,good result,gongshan|luzhang
lodose,good result,ekholm
cerkes,good result,arac|gerede
waounde,good result,kanel|moudery
baghlan,good result,andarab|kunduz
alishang,good result,gandamak|jalalabad|kohi_safi
cetatea_alba,good result,ani|ye|ars|dniester_liman|ani|tighina|khadjibey|iagorlic|dniester_estuary
inbatskoye,good result,turukhansk|verkhneimbatsk
agai_ticutta,good result,reno
kuthant,good result,kukatj|kurtjar|karumba_coast
montmorency,good result,ou|meaux|chaumont|senlis|paris|corbeil|mantes
zamora,good result,alba_de_aliste|fermoselle|toro
fumin,good result,kunming|luquan
kuantan,good result,jerantut
quibala,good result,tende|ayo|nanboa_angonga|katobe_a_mubebe
muarakaman,good result,kutai_lama|tenggarong|belayan|telen
firabr,good result,amol_turkmenabad|alat|ia|paikend|navidakh
nonot_daxinic,good result,
quines,good result,ia|huanacache|ia|ou|millcayac|sankancete|ou|ena|ia|mamull_mapu
ygana,good result,kaarendy|yguazu|tsiripa|itapua
nibork,good result,ostroda
pelly_river,good result,pelly_faro
loigan_sibo,good result,masolian|kemoimenahan|lake_saint_pierre
tosse,good result,dax|bayonne|basque_coast
szarvas,good result,bekes|szeged
banyo,good result,mbam
nichabau,good result,ou|maganasipi|quyon|kinozhesipi|ou|petawawa
onon,good result,khan_khentii2|balj|baldan_bereeven
shethanei,good result,tadoule|des_nedhe
shixi,good result,cili|dayong|rongmei|shinan|shangxi
falaba,good result,kouroussa|timbo|yagala|kissidougou|kono
tsilalanarivo,good result,ambatondrazaka|ambolosy|eso|tsaratanana
selennyakh,good result,salylyk|siberian_tundra_7
thai_nguyen,good result,vu_ninh|tuyen_hoa|vo_nhai|eso|eid
omuskira,good result,kabango|ombongo|cuangar
hanyang,good result,hanchuan|xindi|jinkou
kealedji,good result,toa|coweta
teshevka,good result,yelets|talitsa_yelets|zemlyansk|voronezh
kickatus,good result,nebraska|ni_haunchi_to|kanpeska
sinu,good result,morrosquillo_gulf|upper_sinu|kem|otun
hoya,good result,verden|asht|achim|ye
chinali,good result,ne_shuta|wahin_wakpa
mekinac,good result,abe|matawin
cosrou,good result,toumodi
tabory,good result,gari|tavdinsky_sloboda
ningxia,good result,lingzhou|dingyuan_lingzhou|lingwu
koyukuk,good result,kaltag|ruby|koyukuk_forest
schleusingen,good result,hildburghausen|meiningen
caspe,good result,fraga|mar|goa|epe|belchite|pina_de_ebro|flix|lleida
sultanpur_uttar_pradesh,good result,kishi|jaunpur|mau_jaunpur
marataiama,good result,mie|cananeia|bocaiuva_forest|ia
kolhapur,good result,karad|athani|raybag
tongzhou,good result,hedong|ruicheng|huayin|weinan|heyang_xian
trotsang,good result,mangge|manigango
auxonne,good result,beaune|louhans|gray
lackawaxen,good result,lantu|minisink|oneniote|paunacussing|wappasening
werdenberg,good result,feldkirch|chur|st_gallen
lower_angara,good result,kezhma|educhanka
krasavino,good result,kunozh|kichmengsky_gorodok|nikolsk
matengo,good result,nindi|nyanja|west_yao
occaneechi,good result,ou|saponi|nessoneick|ani|pintahae|meherrin|eno
gien,good result,sancerre|mie|montargis|sully
tybee,good result,wimbee|ia|ogeechee|ossabaw|ye|ossabaw|ob
koksharov,good result,ou|raz|kutarka|ye|verkhoshizhemye|orlov|vokhma
yuksom,good result,dalingkot|tsunthang
yingshui,good result,huoqiu|yingshang
yunkyur,good result,olekma|balagannakh|zharkhan|daban
pindi_gheb,good result,isakhel|kohat|attock|ars
sale,good result,louth|ayr|epe|manora|ia|kem|otun|ket|oban
halych,good result,wa|tysmenytsia|zhydachiv
inyanga,good result,mtoko|abe|inyanga|kem|otun|ani|oban
tupinamba,good result,saraua_jungle|kaapor|caete_bay
kytmanovo,good result,chesnokovka|kuznetsk|salair
kaarendy,good result,mbya|takuru_puku|ygana
leiyang,good result,yongxing|ande|wa|xincheng
arges,good result,poenari|ath
arua,good result,kambeba|miranha|solimoes_amazon_jungle
kalabsha,good result,qasr_ibrim|aswan
aro,good result,guanipa|caroni|parepona|kai_kara|negro_amazon_jungle
beroun,good result,pisek|prague|ena|slany|abe
sirpur,good result,ballarpur|aheri|manikdrug|chennur
ntiltxitk,good result,sletewsi|akinka_nup|ani|enselxcin|swarakxen|ou
tutilcoya,good result,tanico|ia|quipana|utiangue|anoixi
tinjar,good result,baram|niah
bozan,good result,sivrihisar|ket|eger|mihaliccik|sultanonu|sogut
gottingen,good result,einbeck|yo|muhlhausen
tchitogama,good result,metabetchouane|peribonka
cussate,good result,kaskinampo|cootcla
zamyany,good result,astrakhan|yenotayevka|ikryanoye
sherwan,good result,mardan|attock|rawalakot|udabhanda
banua_lawas,good result,muara_bahan|nagara_borneo|tanjungpuri|karau
nebesek,good result,masolian|alsigontekw|ou|wolinak|ye|ekwentondie
tecozautla,good result,zimapan|ixmiquilpan|cadereyta
itapua,good result,tsiripa|ygana|ibera_swamp
tilala,good result,qom_caia|nakaigetergehe|moqoit
antinir_pilquinan,good result,chillan_mountains|colipilli
dzamtang,good result,wa|nubzur|shukjung
huichuan_dechang,good result,juque|luquan|yuanmou|huili
puncune,good result,otish_mountains|cololo_mountains
liyang_lizhou,good result,anfu_li|shimen|tianping|gongan
chao,good result,huacatambo|ferrol_bay
wielun,good result,sieradz|brzeznica
saw,good result,pakokku|pagan|salay|salin
posio,good result,kemijarvi|korvala|yli_kitka|kuusamo
gannata_giyorgis,good result,tadbaba|dima|debra_warq,|debre_libanos displayed as river in game but counted as land
kaxixo,good result,cataguases|pinheiro|sabarabucu|goianas|ye
rudrapur_kumaon,good result,champavati|kanchapur
saalfeld,good result,gera|arnstadt
nandan,good result,epe|nadi|hechi|libo
bolzano,good result,sens|merano|trento
sapukaia,good result,mantiqueira|caiapo|barretos|uberaba|pium_i
tuyen_quang,good result,tam_dai|dai_man|thu_vat
xokleng,good result,itajai|grande_floripa_bay|ye
tawakoni,good result,guichita|washita|tanimuu|taovaya
byerazino,good result,krupki|svislach
eagle,good result,upper_yukon|circle
mbaiki,good result,mambere|bangui|jingle
santok,good result,skwierzyna
talalakh,good result,yedey|buotama|tuolba|sanyyakhtakh
demba,good result,quiteta_coast|muxima_ayo
kamassekuakamat,good result,winokapau|mecatina_plateau|hamilton_highlands
ashmunayn,good result,el_buwit|minya|manfalut
tionaga,good result,otapingshewee|nemegosenda_uplands
wangjiang,good result,pengze|huaining
oster,good result,kozelets|chernihiv|lutava
arboga,good result,skinskatteberg
vempalle,good result,cuddapah|gandikota|hit|wa
hutton,good result,lheidlit_en|willmore
musi_hilir,good result,palembang|hit
tonkawa,good result,sha_ia_nde|kula|melenudo
kasihta,good result,hitchauta|chatahoochee|wakokai|uchee
limey,good result,bale|gode|hargaya
nasacauso,good result,chistamikap|neoskweskau
ngasingu,good result,sagaing|myedu
qala_safid,good result,basht|nurabad
pinya,good result,talok|kyaukse|sagaing|amyint|wetwin
dambai,good result,non|ia|kpalime|salaga|wa|wulensi
nikolsky_pogost,good result,irkutsk_kazachinskoye|yukte|ichera|kutima
gongxian,good result,mengxian|xingyang
vovchansk,good result,belgorod|sur|chuhuiv
wallowa,good result,kamiahpu|wallowa|kem|otun|ye|oban
houma,good result,chicksawhe|tangipahoa
duoshui,good result,nanzheng|daan
krasnye_baki,good result,voskresenskoye|varnavino
saipuru,good result,tomina|samaipata|wa|koraveka|mbia|amomegosode|mrubicha
garengaze,good result,kuzinde|msassa
sirhind,good result,samana_india|thanesar|raikot|rahon|nahan
turukhansk,good result,khantayskoye|ia|inbatskoye|erachimo
mistahi_sakahikan,good result,kipahigan|sakitawahk
porto,good result,lamego|cape_mondego
arandai,good result,maybrat|ia|bentuni_bay
quyon,good result,nagatinong|nichabau|kitchissippi|ia|matoueska|kinozhesipi
mairi,good result,saraua_jungle|samauma|marajo_bay
gushan,good result,guide|jishi|dingxiang
puebla_de_alcocer,good result,escurial|herrera|villanueva_de_la_serena
massabo,good result,yumba|mayumba_coast|tes|ia
mang_viet,good result,muong|son_la
vicosa,good result,kiri_kere|ia|ye|nanuque|mucuri_delta
yucheng_kaifeng,good result,dangshan|suiyang
wutun,good result,pingnan
acambaro,good result,maravatio|yuririapundaro
koktal,good result,shengeldy|ilibalyk|charyn|chundzha
legnica,good result,wolow|sroda_slaska
wujin,good result,jiangyin|dantu
basavapattana,good result,shimoga|uchangidurga
dikwa,good result,marte|konduga
hulu_seruyan,good result,arut
konibodom,good result,asht|kokand
wet_suwet_en,good result,haisla|ath|nechakot_en|kas|ia|nee_tahi_buhn
anzourou,good result,kokorou
ynakhsyt,good result,tonguo|niurba|sayylyk|byuteydyakh
vyadhapura,good result,or_keo|phsar_dek|phnom_penh|epe|prasat_pram_lovet|ye|srey_sarchhor
anseba,good result,agordat|khawr_baraka
takwata,good result,buskegau|nahma|wawiyastan
oral,good result,aksay_pointic|terekti|irek
kohtali,good result,gujrat|dina|rawalakot
aashbiliihkupe,good result,aahkawirahkata|ashalaho
bavaria_regen,good result,landau|grafenau
riom,good result,clermont|vichy
aracuai,good result,maxakali|aoe|itakangapyra|fanado
illichpur,good result,devgarh|amravati|akola|mehkar|gondwana_hills
piumhi,good result,ia|tres_pontas|ia|passos|sao_sebastiao_paraiso|ou|pium_i
bojamba,good result,sainiambu|kiluata|tes|kikassa|tumba
dordrecht,good result,amersfoort|rhine_estuary|sos
siskiyou,good result,waika|klamath_range
pune,good result,singarh|chakan|sholhapur|chambargonda
linkava,good result,bauska|pasvalys
prerov,good result,olomouc|prostejov|hradiste|opava
thai_binh,good result,anew|ess|thang_long|ia|ou|thien_truong|bo_hai_khau|rey|trang_an
kehu,good result,hehe|linxian|kaiguang
apolda,good result,eisenberg|naumburg|po|ia
sakiwasipi,good result,south_lake_michigan|kankakee|micewehudehik|wapikisko
maicasagi,good result,matagami_depression|matagami_lake|waswanipi_lake|poncheville_lake
lafia,good result,zuba|kuje
langqiong,good result,yangbei|jianchuan
ganyushkino,good result,krasny_yar|caspian_sea17
libolo,good result,longa|amboim
turda,good result,aiud|felvint|targu_mures|alat
prayag,good result,bhadohi|kara|shankargah
roshtqala,good result,shighnan|ishkashim
tukudika,good result,jefferson|teewinot
stung_treng,good result,ou|tonle_kong|sandan|leh|sampheak_borak|banlung|lumphat|preah_ko
yichuan,good result,xiangning|yanchang|hancheng
kibau,good result,fez|kioko|ou|kanjamba|kajenje|jonga_pansa|ani|lwena|lumeje|njambi
shorkot,good result,kamalia|mankera
pascagoula,good result,biloxi_bay|eiowane
cairo,good result,atfih|giza|qalyub
zalari,good result,balagansk|osinsky|altay_forest_wasteland_3|staraya_zima
srisailam,good result,n_nallamalla|kurnool|amrabad|gadwal
jiangyou,good result,zhangming|pingwu
xinan,good result,mengjin|mianchi|yuanqu
pal_lahara,good result,bhuban|debagarh
karamergen,good result,boyauli
suamprabon,good result,putao|injangyang
wangmu,good result,luodian|tongle|ceheng|zhenfeng
inyanshashawatpa,good result,ocheyedan|kiosaquay
ixtlahuaca,good result,tlalpujahua|ou|tollohcan
ulakhan_kyuyol,good result,ia|argas|ia|tyaia|ia|kuturga|ia
rossosh,good result,ostrogozhsk|verkhny_mamon
calbe,good result,zerbst|magdeburg|bernburg|burg
kletskaya,good result,kremenskaya|zimnyatsky
laung,good result,hulu_barito|lahei
tetepisca,good result,manicouagan_plateau|manouanis
piracicaba,good result,araritaguaba|ou|mogi_mirim|oral|campinas|aya|abare_i|brotas|sao_carlos
mullheim,good result,aarau|basel|freiburg|mulhouse
gorodok,good result,brody_tver|wa|zubtsov
kaharlyk,good result,kaniv|kyiv
ngibelai,good result,lake_turkana|ngisonyoka|ia|pokot
boronuk,good result,machakh|bala|batagai
heves,good result,hajduszoboszlo|szolnok
ust_kulom,good result,kortkeros|troitsko_pechorsk|ukhta
rajamahendry,good result,omo|pithapuram|ou|wa|rampa|pallakolu
south_letota,good result,libonta|epe
bimbia,good result,ngambe|cape_debundsha
agouasaque,good result,aankwaahsakwa|patoka|wapahani|quiaghtena|pawwikamsipi
watang,good result,ningpu|luoxiu
minkaniciciw,good result,maskotci|metabeskega
manuais,good result,itapecuru|gurgueia|itaueira|boi|jacu
atbara,good result,kassala|shemkhiya|berber
amarbayas_galang,good result,eroo|orkhon
sinclair,good result,basawunena|milk_creek
lutang,good result,fuchuan_ningxia|yingli
khaliajuri,good result,nabagram|belabo|shaharpara|baniachang|laskarpur
chom_khao_maneerat,good result,hongsa|muang_xay|vieng_phouka
broyes,good result,nogent_sur_seine|troyes
sionomhudon,good result,pakpak
luzhang,good result,yunlong|zhiziluo
phayuhakhiri,good result,ia|ou|phraek|chai_nat|chakangrao|nakhon_sawan|song_khwae|sra_luang|ye
shoindykol,good result,atbasar|abe|shoindykol|kem|otun|oban
ust_kalmanka,good result,zmeinogorsk|ust_koksa
umsobomvu,good result,gariep|thembelihle
coutins,good result,malalis|doce_delta
vieng_phouka,good result,muang_sing|chom_khao_maneerat|mong_hpayak|mong_hsat
gourma_rharous,good result,bamba|kabara
imbangala,good result,bondo|luquemba|mussende|bailundo|kapela
bonghwa,good result,samcheok|andong
wak_kabnal,good result,maya_jungle|yax_mutal|uxwitza
changshou_changshou,good result,can|baxian|banan|fuzhou_sichuan
ashby,good result,cacapon|wappacoma
baojing,good result,yongshun_yongshun|guzhang|xiushan
zhenfeng,good result,wangmu|ceheng|xincheng_annan|guangsuoling|zhenning
sonepur,good result,balangir|athmallik|sambalpur|ami
xinning_wugang,good result,baicang|xiyan
arauca,good result,fez|yopo|ou|tame|guadual|atanari|apure|guajobos|arechuna
cambrai,good result,valenciennes|saint_quentin
pivn_man_antu,good result,jachal
satoraljaujhely,good result,miskolc|szabolcs
ramnagar,good result,nagod|bhatta
soddo,good result,hadiya|fofa|omo
rozhdestveno,good result,starodub_on_the_klyazma|muromtsevo_murom
amergo,good result,ouezzane|taunat|fez
akwen,good result,fez|crixas|ou|paracatu|buriti|anais|pinheiro|paranoa|corumba
strelcha,good result,plovdiv|kostenets|tsepina
fadak,good result,al_huwayyit|darghat
winnee,good result,winyah|peedee|santee
nibuchu,good result,aga|unda|kuenga
