location,status,good_results
balya,good result,gonen|manyas
balykchy,good result,balasagun|kochkor
balyktykol,good result,lebyazhye
bamako,good result,kirina|koulikoro
bamangwato,good result,modipe|lotsane
bamba,good result,bourem|gourma_rharous
bambara_maounde,good result,hombori|douentza
bamberg,good result,forchheim|hassfurt
bamgweolo,good result,kasenga|msiri
ban_don,good result,dax|doh_kromum
ban_khon,good result,dan_sai|sayniabuli
ban_luang_cheng,good result,muang_xay|muang_thaeng|nam_xuang|phongsali
ban_pa_la_ta,good result,kanchanaburi|dawna_range1|dawna_range2
ban_phone,good result,idkabue
bana,good result,cameroon_mountains|ngambe|kumba
banader,good result,garmsir|khanashin|rudbar_sistan
banamba,good result,sosso|tabou_m
banan,good result,bishan|jiangjin|changshou_changshou
banaro,good result,angoram|boiken|niksek_jungle
banaz,good result,altintas
banbury,good result,abingdon
banda,good result,kara|khajuraho|rath
banda_ahenkro,good result,kintampo|bole
bandama_river_mouth,seazone,
bandar_deyr,good result,riz|khann_cape
banderas_bay,seazone,
bandhugara,good result,dongartal|wairagarh
bandire,good result,chikwanda
bandogarh,good result,beohari
banfora,good result,kong|sya
bang_keng,good result,aryaru|ia
bangarang,good result,wirrai_durhai|yunggai|wiradjuri
bangban,good result,guangnan|nanlang
bangui,good result,boali|mbaiki|congo_jungle
baniachang,good result,chandrapur|laskarpur
banikoara,good result,tambaga
banique,good result,iguamuco|cahay
banjabi,good result,okanja|gabun_jungle
banjar,good result,muara_bahan|cape_selatan
bankim,good result,gembu|foumban|cameroon_mountains|mbam
bankutu,good result,north_juma|gana_damate
bankuy,good result,koudougou|kirikongo|faramana|hounde
banlung,good result,apui|stung_treng
banqiao,good result,zhushan|huanglong
bansi,good result,balrampur|chillupar
banswara,good result,ratlam|dungarpur|kanthal|baria
banteay_chhmar,good result,phnom_srok|sdok_kok_thom|banteay_chhmar|otun
banua_lawas,good result,muara_bahan|nagara_borneo|tanjungpuri|karau
banyo,good result,mbam
bao_lac,good result,nanlang|dai_man
baochang,good result,shangdu|chagannur
baochang_nanxiong,good result,xinfeng|shixing
baode,good result,hequ|hehe|shenmu
baodian,good result,dingbian_shunning|baotong
baofeng,good result,liangxian_ruzhou
baoji,good result,qishan|longan
baojing,good result,yongshun_yongshun|guzhang|xiushan
baoro,good result,kadey|mambere|bouar|meiganga
baotong,good result,gengma|shunning|baodian
bapunu,good result,conkouati|ndongo_coast
baqubah,good result,baghdad|khalis|ukbara
bar_cg,good result,shkoder|drin_bay|bar_cg
bar_le_duc,good result,vitry_en_pertois|menehould|ligny|saint_mihiel|verdun
bar_sur_aube,good result,chatillon_sur_seine|brienne
baraba_baraba,good result,wemba_wemba|ngurraiillam
barabhum,good result,raipur_bengal
baraka,good result,sikasingo
baram,good result,hulu_baram|niah|tinjar
baramulla,good result,ganderbal|udabhanda|wular_lake
barara,good result,sharka|ziqwala
barasuru,good result,aheri|rekapalle|dantewada
barawa,good result,haranka|buale
barayy,good result,bulun|byanye|tukulan
barbacena,good result,parapopeba|porto_turvo|rio_preto
barbakaabad,good result,birampur|panchagarh
barda,good result,lemberan|aresh|zardab
bardak,good result,yendyr|kharom_vosh
bardera,good result,buale|luuq
bareilly,good result,shahjahanpur|shahabad_uttar_pradesh
barents_sea10,seazone,
bares,good result,mariua|manaos
bargarh,good result,sambalpur|sarangarh
barguna,good result,khalifatabad|chandrawip|east_sundarban|indian_coast62|qus
baria,good result,banswara|modasa|champaner
barinas,good result,guaritico
baripada,good result,hijli|jalesar|ghatsila
barito,good result,karau|teweh
barjols,good result,aix_en_provence|castellane
barkdiz,good result,merv|pandjih
barmaur,good result,chamba_india|himalayas_chanda|barmaur|otun
barna,good result,gayiri|kanolu
barnaul,good result,suzun|chesnokovka|kalmanka
baroda,good result,broach|nandod|ashaval|champaner
barom,good result,nakchu
barpeta,good result,bijni|goalpara|zhemgang|zhongkar
barqaid,good result,duhok|cizre
barquisimeto,good result,gayon|wa|nirgua|hacarigua
barren_islands,seazone,
barretos,good result,jaboticabal|uberaba
bartin,good result,eregli|yenicepazari
barunggam,good result,gogai|bigambul|geynyan
baryang,good result,tradun|gangdise8|himalaya9
barylas,good result,derbeke|yana_plateau
barysaw,good result,krupki|begoml
barza,good result,santeh
basavapattana,good result,shimoga|uchangidurga
basel,good result,aarau|mulhouse
bashqurtaran,good result,bijar|sohrevard
basht,good result,dogonbadan|qala_safid|nurabad
bashukulumbwe,good result,kafuta
basim,good result,mahagaon|mehkar|nander|pathri
baskale,good result,hakkari|zagros_mountains1
baskatong,good result,kitigan_zibi|kiamika|capimitchigama
basque_coast,seazone,
basra,good result,abdas|suq_al_shuyukh|zuwayr
bassa,good result,junk_river|guinean_jungle|cestos_point
bastar,good result,kotpad|kondagaon|jagdalpur
bata,good result,berato|evinayong|bwambe|abu_jungle|punta_de_campo
batala,good result,milwat|kapurthala
batamay,good result,khatas|sangar
batang,good result,markham
batang_tebo,good result,sungai_jujuhan
batang_tembesi,good result,jambi|batang_tabir|karang_brahi
batchingou,good result,bafoussam|yambasa
bateke_kongo,good result,mombote|aduma
batete,good result,congo_jungle|kibengo|pere
batey,good result,cura
bathinda,good result,hisar|sarsuti
battambang,good result,angkor|sdok_kok_thom|tonle_sap_lake
batubenge,good result,ikongo_boa|chibango|bayombe
batumi,good result,batumi_bay
batumi_bay,seazone,
batyr,good result,kuchugunnur|delinde
bauchi,good result,pindiga|jos|gwaram
baud,good result,balangir|angul
bauge,good result,angers|le_lude|sable
baurang,good result,kheong|suzhou|hengduanshan3
baure,good result,guarasugwe_forest|siriono|itonama
bauru,good result,tiete|araquara|sao_jose_preto|brotas
bauska,good result,jelgava|birzai|linkava
bauzi,good result,kwerba|nisa|bagusa_jungle
bavaria_regen,good result,landau|grafenau
bavly,good result,bugulma|turkmenevo
bawku,good result,tiebele|gambaga
baxian,good result,changshou_changshou|shizhao
bay_of_cadiz,seazone,
bay_of_fundy,seazone,
bay_setubal,seazone,
bayali,good result,darumbal|kanolu|yeppoon_coast
bayan_har,good result,zhalong|bayan_har_mountains2
bayan_susu,good result,hulan|shangjing|chalin
bayan_tumen,good result,bars_khot|dalai_nuur
bayan_ula,good result,yimin
bayangol,good result,kichera|argada|taksimo
bayannur,good result,ulan_buh_desert|uraqai|aerzhai
bayat,good result,corum|iskilip|cankiri
bayburt,good result,ispir
baykalovo,good result,turinsk|chimgi_tura
baykit,good result,turama|poligus|siberian_forests_5
bayombe,good result,tchikunga|hemtine|batubenge|chibango
bayonne,good result,dax|tosse
bayono,good result,kombai|central_range_mountains
bayyu,good result,said_bundas|wau
bazarny_syzgan,good result,karsun|chamzinka|saransk
bazas,good result,lectoure|marmande|belin|benauges
bazhai_duyun,good result,duyun|maxia
bazin,good result,waldeba|tesenei|tembesha|shire
bealanana,good result,manditsara
beami,good result,zimakani_jungle|namo_me
beanka,good result,maintirano
bear_islands,seazone,
beaugency,good result,blois|chateaudun|orleans
beaujeu,good result,macon|villars|lyon
beaune,good result,auxonne|louhans
beaupreau,good result,angers|nantes
beaver,good result,rampart|venetie
beaverhead,good result,cuthuhogwa|red_rock
becaguimec,good result,negoot|meductic
befandriana,good result,boeny|manditsara|tsaratanana
begho,good result,bondoukou|dormaa
begoml,good result,dokshytsy|barysaw|lyepyel
beira_estuary,seazone,
beisheng,good result,jinshajiang|heqing
beja,good result,mertola|moura
beja_coast,seazone,
bekes,good result,szarvas|zarand
belabo,good result,sonargaon|khaliajuri
belaga,good result,rejang|plieran
belaya_soroka,good result,mazyr|chornobyl
belayan,good result,muarakaman|borneo_jungle12
belchite,good result,caspe|pina_de_ebro
beledweyne,good result,kelafo|jowhar
belekes,good result,siberian_wasteland_2|ust_katav|ufa
belgorod,good result,vovchansk
belgrad,good result,debrc|smederevo
belik,good result,shumyachi|shui|pustosel|smolensk
belin,good result,bazas|bordeaux
belkhandi,good result,jajjaldeypur|kalahandinagara|balangir
bellari,good result,adoni|raichur|vijayanagar
beloe,good result,ust_sheksna|poshekhonye
belogorye,good result,kharom_vosh|nazym|sukhorukova
beloozero,good result,vognema
belorechensk,good result,bzhedygu_kal|ust_labinsk|shkhancheriekhabl
beloretsk,good result,kapova_pesera|siberian_wasteland_2|siberian_wasteland_3
belur,good result,western_ghats_karkala
belya,good result,tokhomo|siberian_forests_5
belyov,good result,rzhavets|mtsensk
bembe_buyu,good result,lega_kongo
bembe_kongo,good result,bumbe|mbanza_kongo|ambuila|wandu
benauges,good result,bazas|sauveterre_de_guyenne|bordeaux|libourne|gironde
benesov,good result,pisek
benewah,good result,kaniksu|skitswish
benfeld,good result,offenburg|strasbourg|ensisheim
bengmara,good result,dibrugarh|gomsi|tengapani
bengy,good result,mahabo|rezoky
beni_sabih,good result,foum_zguid|tagmadert|el_djouf4
beni_suef,good result,atfih|giza|sharuna
benin,good result,ughoton|uromi
bensheim,good result,darmstadt|neustadt_an_der_haardt
bentuni_bay,seazone,
bera,good result,jerantut|kuala_lipis
berato,good result,hata|punta_mbonda
berau_delta,seazone,
berbela,good result,dambi_angonga|munza|sanga_kongo|cuilo|jaggas
berber,good result,atbara|shemkhiya|abu_hamed
berbice,good result,demerara|tumatumari|demerara_coast
berdsk,good result,krivoshchekovo
berdyuzhye,good result,korkina_sloboda
bereznik,good result,vaga|sogra|ust_vayenga
berezovka,good result,shabash|lobuya|srednekolymsk|kolyma_upplands2
berg,good result,havero|oviken
bergamo,good result,treviglio
bergerac,good result,marmande|libourne|limeuil
berlanga,good result,almazan|burgo_de_osma
bermeja_point,seazone,
bern,good result,thun|frutigen|fribourg
bernburg,good result,calbe|halle_an_der_saale
beroun,good result,pisek|prague|slany
bershad,good result,bratslav|savran
bershty,good result,lipsk|merkine|grodno|masty
bertoua,good result,sanaga|kadey|meiganga|mbakaou|mbam
beruas,good result,gerik
beryozovka,good result,perm|kungur
beryozovo,good result,sumgut_vosh|ayyugan|zazhimchar
bestyakh,good result,
beteta,good result,brihuega|molina_de_aragon
betroka,good result,ranohira|taolambiby
betsimisaraka_coast,seazone,
bettiah,good result,mehsi|ramnagar_bihar|kushinagar
beya,good result,askiz|altay_forest_wasteland_2|shushenskoye|abakasnk
beyla,good result,kerouane|sanniquellie|koro
beylagan,good result,goroz|lemberan|lake_sarisu|javad
beypazari,good result,kibrus|mihaliccik
bhadohi,good result,varanasi|prayag|shankargah
bhadrachalam,good result,aheri|palampet
bhadrak,good result,ghasipura|indian_coast59
bhagalpur,good result,monghyr|teliagarhi
bhakkar,good result,karor_2|dinkot
bhanpura,good result,rampura|gagraun
bhatnir,good result,rawatsar
bhatta,good result,ramnagar|murwara|damoh|panna
bhavani,good result,erode|pennagaram
bhera,good result,busal|shahpur
bhimber,good result,jammu|gujrat|rasyal
bhind,good result,etawah|agra|konch|datia
bhojpur,good result,handia|tendukheda
bhopal,good result,sironj|bhilsa|sehore
bhuban,good result,jajnagar|pal_lahara
bhurwara,good result,biswan|kherigarh
bi_pi,good result,yola|lau|gombe
biala_podlaska,good result,brest_litowsk|wlodawa
bian_marind,good result,marind|awyu_jungle
bibirevo,good result,toropets|andreapol
bida,good result,tada|nupeko|kulfo|tegina
bidar,good result,kohir|kaulas|bhalki
bidzhan,good result,bira|sutara|tulguur
bielsk_podlaski,good result,suraz|vowpa
bielsko,good result,zywiec|pszczyna
bienne,good result,burgdorf_emmental|solothurn
bigambul,good result,mandandanji|gogai|barunggam|strzelecki_desert
bight_ayodhya,seazone,
bihar_sharif,good result,hajipur|patna|rajgir|roh
bijapur,good result,gulbarga|sindagi|jath
bijar,good result,bashqurtaran|divandarreh|yasukand
bijni,good result,barpeta|dhubri
bijnot,good result,nawakot|derawar|thar_desert_3
bikinka,good result,alchan
bikoro,good result,tumba_ikoko|ngato|cuango|north_juma|south_juma
bikrampur,good result,pabna|qasba|sonargaon|chandpur|savar
bilasuvar,good result,mughan|varsan
bilbeis,good result,qalyub|faqus
bilecik,good result,sogut
bilgram,good result,kanauj
bilinara,good result,ngaliwuru|karangpurru|mudburra|warlmanpa
biloxi,good result,capino
biloxi_bay,seazone,
bimbia,good result,ngambe|cape_debundsha
binayakpur,good result,tulsipur|gorakhpur
binchuan,good result,jinshajiang|dayao
bindal,good result,wulgurukaba|burdekin_river_mouth
binder,good result,bongor|bakka
bingin,good result,hulu_musi|lakitan
bingol,good result,genc|karagol_mountains
binh_lam,good result,nanlang|binh_nguyen
binh_nguyen,good result,thuy_vi|binh_lam|thu_vat
binmatshua,good result,aashise|cuthuhogwa
biobio,good result,puchacay|inapiremapu
bir,good result,dahrur|daulatabad
bir_amur,good result,yakesa|humar|kuanhe|aigun|birma|tehcha
bira,good result,boli|bidzhan|lahasusu|tulguur
birampur,good result,barbakaabad|godagari
birao,good result,bria
birches,good result,ruby|koyukuk_forest|grant_creek
birecik,good result,samsat|urfa|suruc
biria,good result,wulgurukaba|yuru|yangga
biriri,good result,gubio|potiskum
birkala,good result,ikalis|orivesi|nasisalki
birma,good result,bir_amur|gromatukha|tehcha|tom|yor
birni_lalle,good result,garadoume|deoule|ollelewa
birni_nkonni,good result,alkalawa|goronyo
birnin_kebbi,good result,surame|tounouga
birnin_zamfara,good result,dutsi|talata_mafara|gusau|funtua
birpara,good result,kamatapur|jabar_goemba
biru,good result,nakchu|samda
birugarh,good result,khukhragarh|porahat
biryusa,good result,altay_forest_wasteland_3|nizhneudinsk|chunoyar
bishan,good result,banan|jiangjin|shizhao
bismuna_lagoon,seazone,
bisotun,good result,holeylan|nahavand
bistrita,good result,dej
biswan,good result,bahraich|bhurwara|ibrahimabad
bitki,good result,bulava|pilda
biu,good result,gombe|daniski
biysk,good result,altayskoye|smolenskoye|mayma
bjelovar,good result,zagreb
bjorneborg,good result,raumo|east_botnia
bkwejanong,good result,lake_st_clair|blue_point
bla,good result,segou|dioila|san
blackwater,good result,tuyetah|tulita|wrigley|dehcho_range
bled,good result,julian_alps|kranj
bloobarra_point,seazone,
bo_hai_khau,good result,ye|nam_sach|hong_chau|khoai_chau|thai_binh|red_river_delta
boali,good result,bangui|ouham|krebedje
boas,good result,prinzus|matagalpa
bobaka,good result,bobangi|nunu
bobangi,good result,congo_jungle|djundu|bobaka
bocto,good result,rama|uxarraci
bodaybo,good result,konkudera|kyakhtinskii|taksimo|olyokma_upplands4
bodbe,good result,gagi|hereti|rustavi
bodebyn,good result,pitea|socksjock
bodo,good result,skanderna|abe|otun
bodrog,good result,bacs|mohacs|tolna
boduna,good result,hulawen|yushu|zhaozhou_jurchen|huolin
boe,good result,guato|bakairi|guiratinga|awen
boeny,good result,mahajambe_bay|befandriana|tsaratanana
bogatoye,good result,samara|s_ezzaja
bogatye_saby,good result,mamadysh|oli_baraza|vyatskiye_polyany
bogazliyan,good result,candir|hacibektas
bogiston,good result,chach|burchmullo
bogra,good result,shahjadpur|naogaon|muktagacha
boguchany,good result,yarkino|manzaya|chunoyar|kamenka
boguchar,good result,verkhny_mamon|veesky
bogue_chitto,good result,capino|bulbancha
bohan,good result,mandisobi|chana|yaros
boiken,good result,banaro|angoram|niksek_jungle
bojamba,good result,sainiambu|kiluata|kikassa|tumba
bojaya,good result,quibdo|kuna|murri_jungle|bebaramau_jungle
boke,good result,gueme_sangan|tuba
bol_shaya_martynovka,good result,semikarakorsk|ust_tsimla
bol_shoy_uran,good result,sorochinskaya
bole,good result,banda_ahenkro|nur
bolghar,good result,laish|cukataw
boli,good result,nemptu|urmi|bira|katen
bolikham,good result,pak_huei_lang|thoulakhom|ngoc_ma
bolkhov,good result,mtsensk
bolkhuny,good result,pologoye_zaymishche|mikhaylovka_pontic
bolo,good result,mallig|tubigarao|camarag
bolodek,good result,udskoye|tul_kichan
bologoye,good result,moshenskoye|vyshny_volochyok|rakitnya
bolshaya_gribanovka,good result,borisoglebsk|abe|bolshaya_gribanovka|otun
bolshaya_laptyuga,good result,russian_wastelands_9|mezen
bolshaya_yakshanga,good result,vetluga|pyshchug|vokhma
bolshevo,good result,kholm_zhirkovsky
bolshoy_balyk,good result,surgut|megion|bolshoy_yugan|siberian_wasteland_8
bolshoy_uluy,good result,itatsky|tyukhtet
bolshoy_yugan,good result,bolshoy_balyk|megion
bolshoye_selo,good result,uglich|ust_sheksna|mologa
boluo,good result,heyuan|guishan|zhengcheng
bolzano,good result,merano|trento
bombetoka_bay,seazone,
bonaigarh,good result,debagarh|badamgarh
bonanza,good result,nabesna_forest|upper_yukon
bondari,good result,staroyuryevo|morsha
bondo,good result,imbangala|mussende|pungo_ndongo
bondoukou,good result,begho|kong
bonghwa,good result,samcheok|andong
bongor,good result,lame|binder|doba|pouss
bonn,good result,cologne|siegburg
boojwiikwedong,good result,green_bay|muhwaosipi|lake_winnebago|kakaling
bopolu,good result,saint_paul_river|mesurado|mano|cape_mount|macenta|sanniquellie
bor,good result,pibor|kangen
borac,good result,srebrenica|ustikolina|pljevlja
borborud,good result,gerit|abe|borborud|otun
bordeaux,good result,belin|benauges|gironde
bordowa,good result,durjaya|guwahati|rowta|daboka
borg,good result,moss|skagerrack
borgloon,good result,bree|liege
borisoglebsk,good result,bolshaya_gribanovka|uryupin|balashov
bormio,good result,tresivio
boromo,good result,koudougou|diebougou
boronuk,good result,machakh|bala|batagai
boror,good result,quelimane|macuze|west_lomwe|mopeia|chamo
bororos,good result,paranaiba|araripocone|uberaba
borovichi,good result,lyubytino|moshenskoye|veliky_porog
