locationA,locationB,accessType
admiralty_sound,hamhmam,port
admiralty_sound,malte,port
ado_ekiti,ewu,land
ado_ekiti,ikere,river
ado_ekiti,ilesa,river
ado_ekiti,lokoja,land
ado_ekiti,oke_ila,land
ado_ekiti,oshogbo,river
adoni,bellari,river
adoni,dhone,land
adoni,gutti,river
adoni,kurnool,river
adoni,raichur,river
adony,fehervar,river
adony,simontornya,land
adony,solt,river
adony,tolna,river
adony,veszprem,land
adra,almeria,river
adra,almunecar,river
adra,costa_sol,port
adra,gulf_of_almeria,port
adra,orgiva,land
adrada,las_navas,land
adrada,oropesa,land
adrada,puebla_de_montalban,land
adrada,talavera_de_la_reina,land
adrada,western_central_system,land
adranos,bursa,river
adranos,domanic,river
adranos,dursunbey,river
adranos,harmancik,river
adranos,lake_uluabat,lake
adranos,mihalic,river
adrar,ain_salah,land
adrar,charouine,land
adrar,el_eglab_masif2,land
adrar,tabelbala_charouine_corridor,land
adrar,tademait_plateau2,land
adraskan,awbeh,land
adraskan,dasht_khaf1,land
adraskan,herat,land
adraskan,karokh,land
adraskan,paropamisus_mountains2,land
adraskan,shindand,land
adraskan,tulak,land
adshusheer,eno,river
adshusheer,gowtano,river
adshusheer,meherrin,river
adshusheer,occaneechi,river
adshusheer,pamticough,river
adshusheer,sissipahaw,land
aduma,bateke_kongo,river
aduma,congo_jungle,river
aduma,djundu,river
aduma,mbaka_jungle,river
aduma,okanja,land
adwa,agula,land
adwa,axum,land
adwa,mekele,land
adwa,senafe,land
adwa,yeha,land
adyukh,chatyun,land
adyukh,khumar,river
adyukh,shad_kirman,river
adyukh,uspenskoye,river
adyumba,bakele_kongo,river
adyumba,cape_lopez,port
adyumba,gabon_coast,port
adyumba,lambarene,river
adyumba,nguyi,river
adyumba,ogoowe_coast,port
adyumba,ogoowe_kongo,river
adzera,bangela_mountains,land
adzera,central_range_mountains,river
adzera,rawa_papua,river
adzera,wampar,land
aekyom,beami,land
aekyom,central_range_mountains,river
aekyom,konai_jungle,river
aekyom,muyu,land
aekyom,zimakani_jungle,river
aerzhai,bayannur,river
aerzhai,dingyuan_lingzhou,river
aerzhai,hebin,river
aerzhai,ordos,land
aerzhai,otog,river
aerzhai,ulan_buh_desert,river
aerzhai,uraqai,river
afade,dikwa,land
afade,gambaru,land
afade,goulfey,land
afade,logone_birni,land
afade,makary,land
afade,mora_cam,land
afade,mser,land
afanasyevo,dondykar,land
afanasyevo,kelich,land
afanasyevo,kirs,river
afanasyevo,kudymkar,land
afanasyevo,omutninsk,land
afanasyevo,siva,land
afanasyevo,stepanenki,river
afif,al_baharah,land
afif,al_ghrabah,land
afif,al_hufayrah,land
afif,al_mardamah,land
afif,ramah,land
afikpo,awka_etiti,river
afikpo,ikom,river
afikpo,korup_jungle,river
afikpo,ogoja,land
afikpo,ugbo,river
afmadow,bardera,river
afmadow,buale,river
afmadow,central_dahalo,river
afmadow,garreh,river
afmadow,jilib,river
afmadow,kismayo,river
afmadow,north_dahalo,river
afrera,amora_gadal,land
afrera,balho,land
afrera,chercher,land
afrera,dallol,land
afrera,hayq,land
afrera,horn_deserts,land
afrera,manadeley,land
afrera,mora_eth,land
african_high_sea1,african_high_sea2,sea
african_high_sea1,atlantic_capricorn_tropic,sea
african_high_sea1,eastern_atlantic_highseas_9,sea
african_high_sea1,kunene_coast,sea
african_high_sea1,skeleton_coast,sea
african_high_sea1,tigres_bay,sea
african_high_sea10,african_high_sea11,sea
african_high_sea10,african_high_sea9,sea
african_high_sea10,atlantic_southcurrent31,sea
african_high_sea10,atlantic_southcurrent46,sea
african_high_sea10,groenrivier_mouth,sea
african_high_sea10,saldanha_bay,sea
african_high_sea10,st_helena_bay,sea
african_high_sea11,african_high_sea12,sea
african_high_sea11,atlantic_southcurrent46,sea
african_high_sea11,atlantic_southcurrent62,sea
african_high_sea11,good_hope_cape,sea
african_high_sea11,saldanha_bay,sea
african_high_sea11,table_bay,sea
african_high_sea12,atlantic_southcurrent62,sea
african_high_sea12,good_hope_cape,sea
african_high_sea12,west_africa2_high_sea,sea
african_high_sea12,western_southern_ocean,sea
african_high_sea13,african_high_sea14,sea
african_high_sea13,agulhas_cape,sea
african_high_sea13,eastern_southern_ocean,sea
african_high_sea13,st_sebastian_bay,sea
african_high_sea13,west_africa2_high_sea,sea
african_high_sea13,western_southern_ocean,sea
african_high_sea14,african_high_sea15,sea
african_high_sea14,eastern_southern_ocean,sea
african_high_sea14,mossel_bay,sea
african_high_sea14,seal_cape,sea
african_high_sea14,st_francis_cape,sea
african_high_sea14,st_sebastian_bay,sea
african_high_sea15,african_high_sea16,sea
african_high_sea15,eastern_southern_ocean,sea
african_high_sea15,recife_cape,sea
african_high_sea15,st_francis_cape,sea
african_high_sea16,african_high_sea17,sea
african_high_sea16,eastern_southern_ocean,sea
african_high_sea16,groot_visrivier_mouth,sea
african_high_sea16,indian_northagulhascurrent7,sea
african_high_sea16,padrone_cape,sea
african_high_sea16,recife_cape,sea
african_high_sea17,african_high_sea18,sea
african_high_sea17,groot_visrivier_mouth,sea
african_high_sea17,indian_northagulhascurrent1,sea
african_high_sea17,indian_northagulhascurrent7,sea
african_high_sea17,kei_mouth,sea
african_high_sea17,mbashe_mouth,sea
african_high_sea18,african_high_sea19,sea
african_high_sea18,indian_northagulhascurrent1,sea
african_high_sea18,mbashe_mouth,sea
african_high_sea18,mozambique_channel,sea
african_high_sea18,umzimvubu_mouth,sea
african_high_sea19,african_high_sea20,sea
african_high_sea19,mozambique_channel,sea
african_high_sea19,umkomazi_mouth,sea
african_high_sea19,umzimkulu_mouth,sea
african_high_sea19,umzimvubu_mouth,sea
african_high_sea2,african_high_sea3,sea
african_high_sea2,atlantic_capricorn_tropic,sea
african_high_sea2,fria_cape,sea
african_high_sea2,mowe_bay,sea
african_high_sea2,skeleton_coast,sea
african_high_sea20,african_high_sea21,sea
african_high_sea20,mozambique_channel,sea
african_high_sea20,natal_bay,sea
african_high_sea20,tugela_mouth,sea
african_high_sea20,umkomazi_mouth,sea
african_high_sea21,african_high_sea22,sea
african_high_sea21,mozambique_channel,sea
african_high_sea21,st_lucia_cape,sea
african_high_sea21,tugela_mouth,sea
african_high_sea22,african_high_sea23,sea
african_high_sea22,delagoa_bay,sea
african_high_sea22,mouth_limpopo,sea
african_high_sea22,mozambique_channel,sea
african_high_sea22,ponta_do_ouro,sea
african_high_sea22,sodwana_bay,sea
african_high_sea22,st_lucia_cape,sea
african_high_sea23,mouth_limpopo,sea
african_high_sea23,mozambique_channel,sea
african_high_sea23,mozambique_channel9,sea
african_high_sea23,zavora_point,sea
african_high_sea25,african_high_sea26,sea
african_high_sea25,mahafaly_coast,sea
african_high_sea25,masikora_cape,sea
african_high_sea25,mozambique_channel,sea
african_high_sea25,mozambique_channel12,sea
african_high_sea25,mozambique_channel15,sea
african_high_sea26,african_high_sea27,sea
african_high_sea26,masikora_cape,sea
african_high_sea26,mozambique_channel,sea
african_high_sea26,sainte_marie_cape,sea
african_high_sea27,african_high_sea28,sea
african_high_sea27,indian_southcurrent16,sea
african_high_sea27,mozambique_channel,sea
african_high_sea27,sainte_marie_cape,sea
african_high_sea28,african_high_sea29,sea
african_high_sea28,bay_tolanaro,sea
african_high_sea28,indian_southcurrent1,sea
african_high_sea28,indian_southcurrent16,sea
african_high_sea28,sainte_marie_cape,sea
african_high_sea29,african_high_sea30,sea
african_high_sea29,bay_tolanaro,sea
african_high_sea29,indian_capricorn_tropic,sea
african_high_sea29,indian_southcurrent1,sea
african_high_sea29,manarivo_bay,sea
african_high_sea3,african_high_sea4,sea
african_high_sea3,atlantic_capricorn_tropic,sea
african_high_sea3,mowe_bay,sea
african_high_sea3,terrace_bay,sea
african_high_sea3,torra_bay,sea
african_high_sea30,african_high_sea31,sea
african_high_sea30,indian_capricorn_tropic,sea
african_high_sea30,manarivo_bay,sea
african_high_sea30,mouth_mananara,sea
african_high_sea31,african_high_sea32,sea
african_high_sea31,indian_capricorn_tropic,sea
african_high_sea31,mananjary_estuary,sea
african_high_sea31,mouth_mananara,sea
african_high_sea32,african_high_sea33,sea
african_high_sea32,african_high_sea43,sea
african_high_sea32,betsimisaraka_coast,sea
african_high_sea32,indian_capricorn_tropic,sea
african_high_sea32,mananjary_estuary,sea
african_high_sea33,african_high_sea34,sea
african_high_sea33,african_high_sea43,sea
african_high_sea33,betsimisaraka_coast,sea
african_high_sea33,indian_capricorn_tropic,sea
african_high_sea33,mouth_rianila,sea
african_high_sea33,tintingue_bay,sea
african_high_sea34,african_high_sea35,sea
african_high_sea34,indian_capricorn_tropic,sea
african_high_sea34,sainte_marie_island,sea
african_high_sea34,tintingue_bay,sea
african_high_sea35,african_high_sea36,sea
african_high_sea35,est_cape,sea
african_high_sea35,indian_capricorn_tropic,sea
african_high_sea35,sainte_marie_island,sea
african_high_sea36,african_high_sea37,sea
african_high_sea36,est_cape,sea
african_high_sea36,indian_capricorn_tropic,sea
african_high_sea36,indian_southequatorialcurrent14,sea
african_high_sea36,mouth_benarivo,sea
african_high_sea37,african_high_sea38,sea
african_high_sea37,antsiranana_bay,sea
african_high_sea37,indian_southequatorialcurrent1,sea
african_high_sea37,indian_southequatorialcurrent14,sea
african_high_sea37,mouth_benarivo,sea
african_high_sea38,african_high_sea39,sea
african_high_sea38,antsiranana_bay,sea
african_high_sea38,indian_southequatorialcurrent1,sea
african_high_sea38,seychelles_channel1,sea
african_high_sea38,seychelles_channel2,sea
african_high_sea39,african_high_sea40,sea
african_high_sea39,aldabra_island2,sea
african_high_sea39,ambre_cape,sea
african_high_sea39,antsiranana_bay,sea
african_high_sea39,indian_ocean3,sea
african_high_sea39,seychelles_channel2,sea
african_high_sea4,african_high_sea5,sea
african_high_sea4,atlantic_capricorn_tropic,sea
african_high_sea4,cross_cape,sea
african_high_sea4,torra_bay,sea
african_high_sea4,walvis_bay,sea
african_high_sea40,african_high_sea41,sea
african_high_sea40,aldabra_island2,sea
african_high_sea40,seychelles_channel2,sea
african_high_sea40,zanj_sea,sea
african_high_sea41,african_high_sea42,sea
african_high_sea41,aldabra_island2,sea
african_high_sea41,zanj_sea,sea
african_high_sea42,african_high_sea58,sea
african_high_sea42,aldabra_island2,sea
african_high_sea42,indian_ocean1,sea
african_high_sea42,indian_ocean2,sea
african_high_sea42,zanj_sea,sea
african_high_sea43,african_high_sea44,sea
african_high_sea43,african_high_sea57,sea
african_high_sea43,indian_capricorn_tropic,sea
african_high_sea43,reunion_island2,sea
african_high_sea44,african_high_sea45,sea
african_high_sea44,indian_capricorn_tropic,sea
african_high_sea44,mauritius_island1,sea
african_high_sea44,reunion_island2,sea
african_high_sea45,african_high_sea46,sea
african_high_sea45,indian_capricorn_tropic,sea
african_high_sea45,mauritius_island1,sea
african_high_sea46,african_high_sea47,sea
african_high_sea46,african_high_sea49,sea
african_high_sea46,indian_capricorn_tropic,sea
african_high_sea46,mauritius_island1,sea
african_high_sea47,african_high_sea48,sea
african_high_sea47,african_high_sea49,sea
african_high_sea47,african_high_sea54,sea
african_high_sea47,mauritius_island1,sea
african_high_sea48,african_high_sea54,sea
african_high_sea48,african_high_sea55,sea
african_high_sea48,indian_capricorn_tropic,sea
african_high_sea48,mauritius_island1,sea
african_high_sea49,african_high_sea51,sea
african_high_sea49,african_high_sea54,sea
african_high_sea49,indian_capricorn_tropic,sea
african_high_sea49,rodrigues_island,sea
african_high_sea5,african_high_sea6,sea
african_high_sea5,atlantic_capricorn_tropic,sea
african_high_sea5,conception_bay_africa,sea
african_high_sea5,meob_bay,sea
african_high_sea5,walvis_bay,sea
african_high_sea50,african_high_sea51,sea
african_high_sea50,african_high_sea52,sea
african_high_sea50,indian_capricorn_tropic,sea
african_high_sea50,rodrigues_island,sea
african_high_sea51,indian_capricorn_tropic,sea
african_high_sea51,rodrigues_island,sea
african_high_sea52,african_high_sea53,sea
african_high_sea52,indian_capricorn_tropic,sea
african_high_sea52,rodrigues_island,sea
african_high_sea53,african_high_sea54,sea
african_high_sea53,indian_capricorn_tropic,sea
african_high_sea53,rodrigues_island,sea
african_high_sea54,indian_capricorn_tropic,sea
african_high_sea54,rodrigues_island,sea
african_high_sea55,african_high_sea56,sea
african_high_sea55,indian_capricorn_tropic,sea
african_high_sea55,mauritius_island1,sea
african_high_sea55,reunion_island2,sea
african_high_sea56,african_high_sea57,sea
african_high_sea56,indian_capricorn_tropic,sea
african_high_sea56,reunion_island2,sea
african_high_sea57,indian_capricorn_tropic,sea
african_high_sea57,reunion_island2,sea
african_high_sea58,african_high_sea59,sea
african_high_sea58,indian_ocean1,sea
african_high_sea58,mafia_channel,sea
african_high_sea58,mafia_island,sea
african_high_sea58,zanj_sea,sea
african_high_sea58,zanzibar_island,sea
african_high_sea59,african_high_sea60,sea
african_high_sea59,pemba_island,sea
african_high_sea59,zanj_sea,sea
african_high_sea59,zanzibar_island,sea
african_high_sea6,african_high_sea7,sea
african_high_sea6,atlantic_capricorn_tropic,sea
african_high_sea6,meob_bay,sea
african_high_sea6,shearwater_bay,sea
african_high_sea6,spencer_bay,sea
african_high_sea60,african_high_sea61,sea
african_high_sea60,cape_kaambooni,sea
african_high_sea60,mombasa_island,sea
african_high_sea60,pate_island,sea
african_high_sea60,pemba_island,sea
african_high_sea60,zanj_sea,sea
african_high_sea61,african_high_sea62,sea
african_high_sea61,cape_kaambooni,sea
african_high_sea61,giuba_island,sea
african_high_sea61,mouth_jubba,sea
african_high_sea61,zanj_sea,sea
african_high_sea62,african_high_sea63,sea
african_high_sea62,coast_jubaland,sea
african_high_sea62,indian_monsooncurrent11,sea
african_high_sea62,mouth_jubba,sea
african_high_sea62,shabelle_coast,sea
african_high_sea62,zanj_sea,sea
african_high_sea63,african_high_sea64,sea
african_high_sea63,banaadir_coast,sea
african_high_sea63,cadde_cape,sea
african_high_sea63,indian_monsooncurrent1,sea
african_high_sea63,indian_monsooncurrent11,sea
african_high_sea63,shabelle_coast,sea
african_high_sea64,african_high_sea65,sea
african_high_sea64,arabian_sea,sea
african_high_sea64,cadde_cape,sea
african_high_sea64,indian_monsooncurrent1,sea
african_high_sea64,warsheikh_coast,sea
african_high_sea65,african_high_sea66,sea
african_high_sea65,arabian_sea,sea
african_high_sea65,cabdi_cape,sea
african_high_sea65,mareeg_coast,sea
african_high_sea65,warsheikh_coast,sea
african_high_sea66,african_high_sea67,sea
african_high_sea66,arabian_sea,sea
african_high_sea66,cabdi_cape,sea
african_high_sea66,mudug_coast,sea
african_high_sea67,african_high_sea68,sea
african_high_sea67,arabian_sea,sea
african_high_sea67,coast_punt,sea
african_high_sea67,ilig_cape,sea
african_high_sea67,mudug_coast,sea
african_high_sea68,african_high_sea69,sea
african_high_sea68,arabian_sea,sea
african_high_sea68,cape_machar,sea
african_high_sea68,coast_punt,sea
african_high_sea69,arabian_sea,sea
african_high_sea69,arabian_sea9,sea
african_high_sea69,cape_hafun,sea
african_high_sea69,cape_machar,sea
african_high_sea69,guardafui_channel,sea
african_high_sea69,shuub_cape,sea
african_high_sea7,african_high_sea8,sea
african_high_sea7,atlantic_capricorn_tropic,sea
african_high_sea7,atlantic_south_sainthelenacurrent3,sea
african_high_sea7,bakers_bay,sea
african_high_sea7,shearwater_bay,sea
african_high_sea8,african_high_sea9,sea
african_high_sea8,atlantic_south_sainthelenacurrent3,sea
african_high_sea8,atlantic_southcurrent15,sea
african_high_sea8,aukwatowa_coast,sea
african_high_sea8,bakers_bay,sea
african_high_sea8,orange_river_mouth,sea
african_high_sea9,atlantic_southcurrent15,sea
african_high_sea9,atlantic_southcurrent31,sea
african_high_sea9,aukwatowa_coast,sea
african_high_sea9,groenrivier_mouth,sea
african_high_sea9,hondeklip_bay,sea
afrin,aleppo,land
afrin,artah,land
afrin,dabiq,land
afrin,kilis,land
afrin,trapessac,land
afrin,zardana,land
afsin,comana_cil,land
afsin,elbistan,land
afsin,goksun,land
afsin,gurun,land
afsin,middle_taurus_6,land
afsin,middle_taurus_7,land
afso,debdou,land
afso,ghassasa,land
afso,jarawah_abu_al_aysh,land
afso,lower_rif,land
afso,ras_kebdana,land
afso,tabarida,land
afso,taourirt,land
afua_coast,minto_coast_1,sea
afua_coast,oroluk_atoll,port
afua_coast,pohnpei_high_sea_3,sea
afua_coast,pohnpei_high_sea_5,sea
afua_coast,pohnpei_high_sea_6,sea
aga,boorj,river
aga,nibuchu,river
aga,qorqonaq_yubur,river
aga,tura,land
aga,unda,river
agadem,bilma,land
agadem,erg_of_bilma,land
agadem,fachi,land
agadem,sahel_corridor14,land
agadez,assode,land
agadez,erg_of_bilma,land
agadez,in_gall,land
agadez,marandet,land
agadez,sahel_corridor01,land
agadez,takedda,land
agadez,talak,land
agadez,tenere,land
agadir,agadir_bay,port
agadir,ait_daoud,river
agadir,massa_MOR,river
agadir,tafraout,land
agadir,taroudant,land
agadir,tednest,land
agadir,tidsi,land
agadir,western_high_atlas1,land
agadir,western_high_atlas2,land
agadir_bay,ait_daoud,port
agadir_bay,cape_draa,sea
agadir_bay,cape_sim,sea
agadir_bay,ifni,port
agadir_bay,massa_MOR,port
agadir_bay,north_eastern_atlantic51,sea
agadir_bay,tiznit,port
agaes,avaes,river
agaes,kyyindy,river
agaes,lanagashec,river
agaes,tacshic,river
agai_ticutta,atsugewi,land
agai_ticutta,cui_yui_ticutta,land
agai_ticutta,koop_ticutta,land
agai_ticutta,mountain_maidu,river
agai_ticutta,reno,river
agaidika,agaidika_range,land
agaidika,bannock_range,river
agaidika,bitterroot,land
agaidika,iyeesnime,river
agaidika,leadore,land
agaidika,red_rock,land
agaidika,shohopanaiti,land
agaidika,waradika,river
agaidika_range,beaverhead,river
agaidika_range,bitterroot,land
agaidika_range,deer_lodge,land
agaidika_range,doyahinee,land
agaidika_range,elkhorn,land
agaidika_range,fremont,river
agaidika_range,gazzllatin,land
agaidika_range,jefferson,land
agaidika_range,kamodika,land
agaidika_range,leadore,land
agaidika_range,penointikara,river
agaidika_range,red_rock,river
agaidika_range,ruby_valley,land
agaidika_range,waradika,land
agar,gagraun,river
agar,maksi,river
agar,sarangpur,river
agar,ujjain,land
agaro,bonga,river
agaro,hirmata,land
agaro,ilimo,river
agaro,lieka,river
agaro,saqqa,land
agartala,kumilla,land
agartala,laskarpur,land
agartala,rangamati,land
agartala,sonargaon,land
agatsuma,asama_mountains,land
agatsuma,chiisagata,land
agatsuma,gunma,land
agatsuma,mikuni_mountains,land
agatsuma,minamiuonuma,land
agatsuma,tone,land
